StationID,Latitude,Longitude,Title,TotalCapacity_kW,StationType,Bands,label,top_score,n_pois_in_radius,huff_score_work,huff_score_education,huff_score_shopping,huff_score_personal_business,huff_score_social,huff_score_leisure,huff_score_holiday
16545,51.348899,-2.22747,,10.0,Fast site,Slow (3–8kW),holiday,0.0183,6,0.0062,0.0,0.0,0.002,0.0,0.0,0.0183
16502,52.9284681,-4.13820569999996,,10.0,Fast site,Slow (3–8kW),shopping,0.1138,167,0.0228,0.0097,0.1138,0.0097,0.0063,0.1118,0.0027
16497,52.554415587219616,-0.2788618045087787,,10.0,Fast site,Slow (3–8kW),social,0.1121,17,0.0,0.0051,0.0,0.0,0.1121,0.0096,0.06
16331,51.227734,-2.809493,,10.0,Fast site,Slow (3–8kW),shopping,0.1566,21,0.0084,0.0,0.1566,0.0753,0.0479,0.0028,0.0058
16321,50.4063432,-4.67130210000005,,10.0,Fast site,Slow (3–8kW),shopping,0.0841,76,0.0202,0.0013,0.0841,0.0134,0.0108,0.0147,0.033
16317,51.7705199,-2.6237830999999687,,10.0,Fast site,Slow (3–8kW),social,0.0062,7,0.0,0.0042,0.0,0.0,0.0062,0.0,0.0024
16310,53.261471,-1.920792,,10.0,Fast site,Slow (3–8kW),holiday,0.2228,50,0.0004,0.0033,0.0013,0.0158,0.0049,0.0351,0.2228
16277,52.9581271,0.5024304,,10.0,Fast site,Slow (3–8kW),leisure,0.0007,3,0.0,0.0,0.0004,0.0004,0.0,0.0007,0.0
16239,53.4789951,-1.04048309999996,,10.0,Fast site,Slow (3–8kW),leisure,0.0038,7,0.0,0.0,0.0028,0.0,0.0,0.0038,0.0017
16238,50.8828941,-0.311383200000023,,10.0,Fast site,Slow (3–8kW),social,0.0272,14,0.0,0.0,0.0,0.0128,0.0272,0.0088,0.0013
16234,55.9443882,-3.09583550000002,,10.0,Fast site,Slow (3–8kW),leisure,0.7996,711,0.3126,0.0186,0.0373,0.0017,0.0107,0.7996,0.2654
16231,50.7757572,-2.61937179999995,,10.0,Fast site,Slow (3–8kW),personal_business,0.0004,1,0.0,0.0,0.0,0.0004,0.0,0.0,0.0
16210,52.853637,-2.7267120000000205,,10.0,Fast site,Slow (3–8kW),shopping,0.0889,174,0.0422,0.013,0.0889,0.0173,0.0263,0.0191,0.0006
16200,54.970072,-2.103003,,10.0,Fast site,Slow (3–8kW),shopping,0.4198,271,0.0453,0.0126,0.4198,0.1714,0.1543,0.0332,0.1016
16196,51.097188,-3.87248069999998,,10.0,Fast site,Slow (3–8kW),education,0.017,4,0.0,0.017,0.0,0.0,0.0006,0.0,0.0
16195,51.62281665595225,-4.928027406838311,,10.0,Fast site,Slow (3–8kW),leisure,0.0033,4,0.0,0.0,0.0,0.0006,0.0,0.0033,0.0
16192,53.2306175,-4.10799159999999,,10.0,Fast site,Slow (3–8kW),leisure,0.0196,20,0.0034,0.0,0.0016,0.0,0.0,0.0196,0.0
16191,53.0402371,-4.0490299000000505,,10.0,Fast site,Slow (3–8kW),holiday,0.0054,4,0.0,0.0,0.0,0.0,0.0,0.0014,0.0054
16190,53.2345484,-3.79918120000002,,10.0,Fast site,Slow (3–8kW),personal_business,0.023,10,0.0016,0.0,0.0165,0.023,0.0,0.0027,0.0
16189,50.9047435,-3.47691650000002,,10.0,Fast site,Slow (3–8kW),shopping,0.2552,67,0.0083,0.0017,0.2552,0.0017,0.0199,0.0704,0.0078
16176,51.946998,1.255108,,10.0,Fast site,Slow (3–8kW),work,0.0509,25,0.0509,0.0,0.0082,0.002,0.0005,0.0028,0.0005
16174,53.3259126,-1.36306530000002,,10.0,Fast site,Slow (3–8kW),shopping,0.1838,58,0.0593,0.0037,0.1838,0.0762,0.0374,0.0332,0.0
16071,52.240102,-3.377296,,10.0,Fast site,Slow (3–8kW),holiday,0.1579,87,0.0235,0.0031,0.0252,0.0317,0.0512,0.0619,0.1579
16033,51.5956947,-3.784025400000018,,10.0,Fast site,Slow (3–8kW),shopping,0.2399,152,0.0055,0.0027,0.2399,0.0359,0.0562,0.0738,0.0015
16031,53.9625944,-1.07742259999998,,10.0,Fast site,Slow (3–8kW),shopping,0.4146,874,0.0748,0.0322,0.4146,0.141,0.0592,0.2169,0.0371
16030,51.5014098,-0.117240600000059,,10.0,Fast site,Slow (3–8kW),leisure,0.2136,355,0.0529,0.005,0.0873,0.151,0.026,0.2136,0.0436
16018,53.1030441,-3.90857589999996,,10.0,Fast site,Slow (3–8kW),social,0.0057,9,0.0009,0.0,0.0008,0.0007,0.0057,0.0027,0.0031
16010,51.9006369,-3.47985289999997,,10.0,Fast site,Slow (3–8kW),holiday,0.1259,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1259
15905,53.634556,-1.288372,,10.0,Fast site,Slow (3–8kW),holiday,0.0012,2,0.0,0.0,0.0,0.0,0.0005,0.0,0.0012
15904,54.392855,-3.379529,,10.0,Fast site,Slow (3–8kW),holiday,0.027,1,0.0,0.0,0.0,0.0,0.0,0.0,0.027
15902,52.494319,-1.257026,,10.0,Fast site,Slow (3–8kW),leisure,0.0019,3,0.0,0.0,0.0,0.0,0.0,0.0019,0.0014
15888,51.350299,-2.981195,,10.0,Fast site,Slow (3–8kW),shopping,0.3023,450,0.0451,0.0267,0.3023,0.144,0.1346,0.1096,0.2953
15886,53.118555,-2.942367,,10.0,Fast site,Slow (3–8kW),work,0.0569,3,0.0569,0.0,0.0,0.0,0.001,0.0,0.0007
15884,56.549801,-2.61234,,10.0,Fast site,Slow (3–8kW),shopping,0.1577,48,0.0026,0.0,0.1577,0.0,0.0011,0.1159,0.0022
15861,52.650608,-3.15822879999996,,10.0,Fast site,Slow (3–8kW),leisure,0.271,30,0.0,0.0,0.0023,0.0101,0.0,0.271,0.0013
15860,53.2564737,-1.9084950000000165,,10.0,Fast site,Slow (3–8kW),shopping,0.0648,232,0.0216,0.0113,0.0648,0.0231,0.0129,0.054,0.0007
15600,51.4925145800465,-0.19522289403551,,10.0,Fast site,Slow (3–8kW),shopping,0.2308,370,0.0443,0.0125,0.2308,0.1459,0.0187,0.0788,0.2099
15467,52.084978,-3.800958,,10.0,Fast site,Slow (3–8kW),social,0.0018,1,0.0,0.0,0.0,0.0,0.0018,0.0,0.0
15466,52.4820129,-1.89646530000005,,10.0,Fast site,Slow (3–8kW),shopping,0.9397,901,0.3643,0.0031,0.9397,0.3284,0.1034,0.0975,0.0158
15463,51.88818,-4.008486,,10.0,Fast site,Slow (3–8kW),leisure,0.0058,7,0.0,0.0,0.0,0.0,0.0005,0.0058,0.0
15461,50.536879,-3.499728,,10.0,Fast site,Slow (3–8kW),personal_business,0.1247,14,0.0,0.0,0.0109,0.1247,0.0033,0.0271,0.0012
14871,53.970868,-1.098695,,10.0,Fast site,Slow (3–8kW),leisure,0.0599,102,0.0081,0.0081,0.0199,0.0054,0.0087,0.0599,0.0321
14870,50.724582,-2.938,,10.0,Fast site,Slow (3–8kW),shopping,0.0763,135,0.0027,0.0,0.0763,0.0274,0.014,0.0489,0.0183
13870,55.496628,-4.612572,,10.0,Fast site,Slow (3–8kW),shopping,0.5085,110,0.0153,0.0,0.5085,0.053,0.0244,0.0399,0.0342
13722,53.822257,-2.43171,,10.0,Fast site,Slow (3–8kW),residential,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13717,51.896402,-2.082775,,10.0,Fast site,Slow (3–8kW),shopping,0.4923,535,0.234,0.0443,0.4923,0.0733,0.0151,0.0629,0.0137
13716,58.596116,-3.527274,,10.0,Fast site,Slow (3–8kW),leisure,0.0297,104,0.0005,0.0131,0.0226,0.0127,0.0114,0.0297,0.0079
13715,57.10604,-2.62214,,10.0,Fast site,Slow (3–8kW),shopping,0.0535,34,0.0525,0.0288,0.0535,0.0308,0.0045,0.0137,0.0
13697,52.928375,-4.133205,,10.0,Fast site,Slow (3–8kW),shopping,0.4908,285,0.1245,0.0144,0.4908,0.0829,0.091,0.079,0.1757
13635,50.720389,-2.007781,,10.0,Fast site,Slow (3–8kW),leisure,0.0254,36,0.004,0.0,0.0047,0.0084,0.0083,0.0254,0.0005
13633,53.0268,-2.18876,,10.0,Fast site,Slow (3–8kW),shopping,0.3051,95,0.0369,0.0,0.3051,0.0042,0.0,0.0077,0.0021
13602,50.841433,-1.0793,,10.0,Fast site,Slow (3–8kW),shopping,0.0094,26,0.0079,0.0022,0.0094,0.0036,0.0015,0.0066,0.0018
13578,51.326223,0.328054,,10.0,Fast site,Slow (3–8kW),leisure,0.0073,5,0.0,0.0,0.0,0.0,0.0006,0.0073,0.0
13509,51.934416,-3.658689,,10.0,Fast site,Slow (3–8kW),residential,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13479,51.87657,-3.297848,,10.0,Fast site,Slow (3–8kW),leisure,0.3256,19,0.0012,0.0,0.0,0.0,0.0,0.3256,0.286
13469,52.201717,-0.291732,,10.0,Fast site,Slow (3–8kW),work,0.023,21,0.023,0.0,0.0005,0.0101,0.0,0.0161,0.0158
13404,51.481529,-0.441432,,10.0,Fast site,Slow (3–8kW),holiday,0.2378,58,0.0551,0.0004,0.0086,0.0212,0.0005,0.0498,0.2378
13361,50.872662,-1.575196,,10.0,Fast site,Slow (3–8kW),shopping,0.6976,127,0.1215,0.0044,0.6976,0.4537,0.0477,0.0675,0.0326
13355,53.5156334422107,-1.10249770873725,,10.0,Fast site,Slow (3–8kW),personal_business,0.0351,44,0.0,0.0009,0.0216,0.0351,0.0018,0.0291,0.0013
13352,50.874479,-1.593356999999969,,10.0,Fast site,Slow (3–8kW),social,0.021,11,0.0038,0.0,0.0,0.0,0.021,0.014,0.0
13320,50.173654,-5.22813,,10.0,Fast site,Slow (3–8kW),leisure,0.0008,3,0.0,0.0,0.0,0.0,0.0,0.0008,0.0005
13295,51.3757452016855,-0.275081992149353,,10.0,Fast site,Slow (3–8kW),leisure,0.0916,44,0.0064,0.0015,0.01,0.0,0.0007,0.0916,0.0016
13236,52.514489,-1.82362,,10.0,Fast site,Slow (3–8kW),shopping,0.2625,263,0.0214,0.0042,0.2625,0.001,0.0034,0.1672,0.0
13224,51.573458,-0.295412,,10.0,Fast site,Slow (3–8kW),shopping,0.1246,170,0.0413,0.0033,0.1246,0.0533,0.0155,0.0409,0.0
13173,51.5037607146033,-0.0821185111999512,,10.0,Fast site,Slow (3–8kW),work,0.3397,424,0.3397,0.0125,0.1631,0.2259,0.0592,0.1374,0.0125
13155,51.5515823245122,-0.467798709869385,,10.0,Fast site,Slow (3–8kW),leisure,0.0906,34,0.0,0.0066,0.0,0.0,0.0035,0.0906,0.0
13064,51.363738,-0.299173,,10.0,Fast site,Slow (3–8kW),personal_business,0.1665,42,0.0239,0.0059,0.0735,0.1665,0.0037,0.0524,0.0
11904,54.788527,-2.343543,,10.0,Fast site,Slow (3–8kW),leisure,0.0291,23,0.0029,0.0032,0.0065,0.007,0.0119,0.0291,0.0009
11900,50.9056985,-1.40643260000002,,10.0,Fast site,Slow (3–8kW),shopping,0.8451,674,0.0332,0.0043,0.8451,0.2146,0.016,0.3157,0.0051
11896,50.8211974,-1.04523670000003,,10.0,Fast site,Slow (3–8kW),leisure,0.0149,11,0.0081,0.0,0.0004,0.0,0.0,0.0149,0.0
11892,52.123233,-4.099074,,10.0,Fast site,Slow (3–8kW),holiday,0.0024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0024
11886,52.588368,-0.720602,,10.0,Fast site,Slow (3–8kW),shopping,0.4828,101,0.0302,0.003,0.4828,0.05,0.0287,0.0411,0.0102
11885,52.715734,-0.596696,,10.0,Fast site,Slow (3–8kW),work,0.0267,3,0.0267,0.0,0.0,0.0,0.0,0.0013,0.0
11884,52.58262457983851,-1.8117932223867683,,10.0,Fast site,Slow (3–8kW),holiday,0.046,30,0.0,0.0027,0.0103,0.0006,0.0,0.005,0.046
11881,52.271923,-3.565589,,10.0,Fast site,Slow (3–8kW),holiday,0.1958,4,0.0074,0.0,0.0,0.0,0.0,0.0008,0.1958
11853,55.612647,-1.948538,,10.0,Fast site,Slow (3–8kW),leisure,0.0395,3,0.0023,0.0,0.0,0.0,0.0,0.0395,0.0
11852,50.314636,-5.138646,,10.0,Fast site,Slow (3–8kW),residential,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11818,53.967783,-1.091323,,10.0,Fast site,Slow (3–8kW),shopping,0.0398,137,0.0272,0.0211,0.0398,0.0099,0.0074,0.0381,0.0384
11812,50.683682,-4.693889,,10.0,Fast site,Slow (3–8kW),holiday,0.011,16,0.0006,0.0057,0.0065,0.0038,0.0021,0.004,0.011
11796,52.030885,-1.866918,,10.0,Fast site,Slow (3–8kW),leisure,0.0123,8,0.0,0.0,0.0,0.0,0.0006,0.0123,0.0
11776,52.073291,-3.124199,,10.0,Fast site,Slow (3–8kW),shopping,0.2583,183,0.0155,0.0063,0.2583,0.0688,0.027,0.0333,0.0267
11773,53.0919845310864,-3.7931751068154,,10.0,Fast site,Slow (3–8kW),holiday,0.1407,13,0.0,0.0,0.0014,0.0004,0.0011,0.0,0.1407
11771,54.519567,-2.301887,,10.0,Fast site,Slow (3–8kW),holiday,0.0205,2,0.0,0.0,0.0,0.0,0.0,0.0042,0.0205
11770,52.058006,-1.337823,,10.0,Fast site,Slow (3–8kW),social,0.2256,442,0.0859,0.0145,0.157,0.0594,0.2256,0.0588,0.0047
11766,54.5644224795334,-1.64405591960667,,10.0,Fast site,Slow (3–8kW),holiday,0.058,1,0.0,0.0,0.0,0.0,0.0,0.0,0.058
11765,53.193863,-2.884295,,10.0,Fast site,Slow (3–8kW),shopping,0.1437,343,0.0086,0.0004,0.1437,0.0667,0.0759,0.0705,0.0423
11743,50.326542,-4.941157,,10.0,Fast site,Slow (3–8kW),residential,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11731,52.144452,-1.850125,,10.0,Fast site,Slow (3–8kW),work,0.0027,5,0.0027,0.0,0.0,0.0005,0.0,0.0,0.0026
11713,52.781671,-1.926259,,10.0,Fast site,Slow (3–8kW),social,0.0169,10,0.0,0.0039,0.0,0.0,0.0169,0.0127,0.0
11712,51.095865,-1.815421,,10.0,Fast site,Slow (3–8kW),leisure,0.0346,5,0.0012,0.0,0.0,0.0,0.0009,0.0346,0.0
11708,52.807043,-1.378158,,10.0,Fast site,Slow (3–8kW),leisure,0.0014,1,0.0,0.0,0.0,0.0,0.0,0.0014,0.0
11704,50.966517,-3.994659,,10.0,Fast site,Slow (3–8kW),education,0.0231,16,0.0,0.0231,0.0038,0.0145,0.0145,0.0091,0.0
10520,50.919523,-1.619995,,10.0,Fast site,Slow (3–8kW),leisure,0.0235,6,0.0,0.0,0.0,0.0,0.0,0.0235,0.0
10519,50.781461,-1.657852,,10.0,Fast site,Slow (3–8kW),holiday,0.0033,4,0.0,0.0,0.0,0.0,0.0011,0.0016,0.0033
10420,50.088453,-5.65516,,10.0,Fast site,Slow (3–8kW),shopping,0.0296,5,0.0,0.0,0.0296,0.0,0.0,0.0028,0.004
10416,51.598898,-4.214534,,10.0,Fast site,Slow (3–8kW),shopping,0.0412,2,0.0391,0.0,0.0412,0.0,0.0,0.0,0.0
9924,59.00004,-3.118786,,10.0,Fast site,Slow (3–8kW),leisure,0.0127,15,0.0,0.0,0.0,0.0,0.0,0.0127,0.0
9898,50.565342,-4.801841,,10.0,Fast site,Slow (3–8kW),residential,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9897,50.566466,-4.801733,,10.0,Fast site,Slow (3–8kW),residential,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9816,54.541771,-2.947732,,10.0,Fast site,Slow (3–8kW),shopping,0.1554,46,0.0037,0.0,0.1554,0.1281,0.0011,0.025,0.005
9815,50.54218,-4.825331,,10.0,Fast site,Slow (3–8kW),leisure,0.2661,12,0.0,0.0,0.0,0.0006,0.0007,0.2661,0.0
9809,51.941737,-3.354432,,10.0,Fast site,Slow (3–8kW),holiday,0.0132,4,0.0,0.0,0.0,0.0,0.0,0.0021,0.0132
9807,50.472591,-4.71558,,10.0,Fast site,Slow (3–8kW),shopping,0.0298,62,0.0018,0.0016,0.0298,0.006,0.0103,0.0128,0.0054
9806,50.555281937479066,-2.4410555728819645,,10.0,Fast site,Slow (3–8kW),holiday,0.0458,22,0.0031,0.0008,0.0013,0.0004,0.0017,0.0261,0.0458
9805,52.300653,-3.43068,,10.0,Fast site,Slow (3–8kW),residential,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9804,53.277924,-3.869384,,10.0,Fast site,Slow (3–8kW),leisure,0.0014,1,0.0,0.0,0.0,0.0,0.0,0.0014,0.0
9801,51.502441,-0.216425,,10.0,Fast site,Slow (3–8kW),holiday,0.2528,279,0.2223,0.0102,0.1146,0.0396,0.0164,0.0311,0.2528
9800,52.857315,-2.642852,,10.0,Fast site,Slow (3–8kW),holiday,0.1808,7,0.0021,0.0,0.0,0.0,0.0007,0.0037,0.1808
9798,52.555012,-0.603511,,10.0,Fast site,Slow (3–8kW),social,0.0049,3,0.0,0.0,0.0,0.0,0.0049,0.0025,0.0
9670,52.899044,-1.863268,,10.0,Fast site,Slow (3–8kW),shopping,0.1429,229,0.0393,0.017,0.1429,0.0726,0.0606,0.1006,0.0329
9665,54.392181,-3.282815,,10.0,Fast site,Slow (3–8kW),work,0.0007,2,0.0007,0.0,0.0,0.0,0.0,0.0,0.0007
9660,50.4024242156143,-3.879002668789667,,10.0,Fast site,Slow (3–8kW),leisure,0.0066,7,0.0038,0.0,0.0,0.0,0.0,0.0066,0.0
9658,51.835019,-3.150895,,10.0,Fast site,Slow (3–8kW),leisure,0.0007,1,0.0,0.0,0.0,0.0,0.0,0.0007,0.0
9655,55.740656,-3.29728,,10.0,Fast site,Slow (3–8kW),residential,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9592,51.142236,-2.698669,,10.0,Fast site,Slow (3–8kW),leisure,0.0245,6,0.0,0.0,0.0,0.0,0.0,0.0245,0.0071
9584,52.190685,-1.704784,,10.0,Fast site,Slow (3–8kW),shopping,0.2296,425,0.0185,0.0278,0.2296,0.1232,0.0487,0.092,0.157
9110,50.6534306647348,-4.62637311373896,,10.0,Fast site,Slow (3–8kW),leisure,0.0231,12,0.0019,0.0,0.0,0.0006,0.0,0.0231,0.0
9091,51.512195,-0.175331,,10.0,Fast site,Slow (3–8kW),holiday,0.3355,362,0.0372,0.0023,0.0738,0.1254,0.0239,0.0635,0.3355
9077,58.639286,-3.072011,,10.0,Fast site,Slow (3–8kW),shopping,0.0064,14,0.0,0.0,0.0064,0.001,0.0,0.0005,0.0055
9042,51.900719,-3.639845,,10.0,Fast site,Slow (3–8kW),residential,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9039,50.071544,-5.186654,,10.0,Fast site,Slow (3–8kW),leisure,0.1276,14,0.0,0.0,0.0,0.1101,0.0,0.1276,0.0065
9038,51.187945,-4.089684,,10.0,Fast site,Slow (3–8kW),leisure,0.0286,2,0.0,0.0,0.0,0.0,0.0,0.0286,0.0
9035,51.227584,-3.833499,,10.0,Fast site,Slow (3–8kW),holiday,0.0526,136,0.0058,0.0054,0.0433,0.0214,0.0105,0.0327,0.0526
9034,50.87383864297376,-3.92536997795105,,10.0,Fast site,Slow (3–8kW),residential,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8990,52.860936,-2.078351,,10.0,Fast site,Slow (3–8kW),social,0.0993,3,0.0075,0.0,0.0,0.0,0.0993,0.0061,0.0
8989,54.436387,-3.040393,,10.0,Fast site,Slow (3–8kW),leisure,0.2538,51,0.0235,0.0,0.0037,0.0104,0.0026,0.2538,0.03
8810,51.27647,-2.472012,,10.0,Fast site,Slow (3–8kW),holiday,0.1243,31,0.0014,0.0177,0.0104,0.0006,0.0023,0.0594,0.1243
5837,52.0590117107233,1.27898991107941,,10.0,Fast site,Slow (3–8kW),leisure,0.0414,63,0.0196,0.0004,0.0227,0.0096,0.0,0.0414,0.0
5766,51.771549,-0.445794,,10.0,Fast site,Slow (3–8kW),leisure,0.019,23,0.0038,0.0034,0.0109,0.0008,0.0017,0.019,0.0
5737,53.3033545,-2.9321157,,10.0,Fast site,Slow (3–8kW),work,0.0179,13,0.0179,0.0,0.0,0.0,0.0,0.0138,0.0
5277,54.9866308,-1.6339525,,10.0,Fast site,Slow (3–8kW),leisure,0.017,11,0.0006,0.0021,0.0008,0.0,0.0007,0.017,0.0
5266,54.9523854,-1.6028173,,10.0,Fast site,Slow (3–8kW),shopping,0.053,162,0.0028,0.0264,0.053,0.0151,0.0178,0.0276,0.0007
5244,54.9046205,-1.3914542,,10.0,Fast site,Slow (3–8kW),education,0.1941,287,0.0069,0.1941,0.0786,0.0254,0.0487,0.0861,0.0084
5229,54.7018257,-1.579291,,10.0,Fast site,Slow (3–8kW),leisure,0.0073,15,0.001,0.0025,0.0014,0.0013,0.0048,0.0073,0.0
5161,50.07854396049825,-5.685597776137001,,10.0,Fast site,Slow (3–8kW),leisure,0.0081,12,0.0008,0.0027,0.0,0.0,0.0027,0.0081,0.0022
5159,56.1887380162576,-3.00110220909119,,10.0,Fast site,Slow (3–8kW),leisure,0.0496,64,0.0487,0.0,0.008,0.0105,0.0022,0.0496,0.0
253207,51.500902,-2.478183,,9.0,Fast site,Slow (3–8kW),leisure,0.0494,75,0.0242,0.0,0.0012,0.0341,0.0048,0.0494,0.0012
237659,52.4084507,-1.5558284,,9.0,Fast site,Slow (3–8kW),leisure,0.0149,27,0.0,0.0041,0.0026,0.0012,0.003,0.0149,0.0
145948,52.2866435,-1.5631478,,9.0,Fast site,Slow (3–8kW),personal_business,0.2205,59,0.0057,0.0025,0.042,0.2205,0.0013,0.0174,0.0034
57047,51.5950795232288,-0.108446352917435,,9.0,Fast site,Slow (3–8kW),shopping,0.3311,343,0.1455,0.005,0.3311,0.1334,0.0195,0.0769,0.0586
52720,51.4126009683314,-0.306388735771179,,9.0,Fast site,Slow (3–8kW),shopping,0.2455,427,0.0421,0.0018,0.2455,0.0868,0.0152,0.0569,0.0063
51385,51.6063506783767,-0.176575183868408,,9.0,Fast site,Slow (3–8kW),leisure,0.0863,77,0.0,0.0014,0.0194,0.022,0.0029,0.0863,0.003
47695,51.5947584568174,-0.109648704528809,,9.0,Fast site,Slow (3–8kW),shopping,0.2711,354,0.1056,0.0065,0.2711,0.1107,0.0208,0.0792,0.0075
10421,51.50798,-2.630708,,9.0,Fast site,Slow (3–8kW),education,0.037,50,0.0,0.037,0.0019,0.0099,0.0093,0.0354,0.0121
9553,51.481229,-0.435091,,9.0,Fast site,Slow (3–8kW),work,0.2817,55,0.2817,0.0,0.0005,0.0082,0.0,0.0201,0.0244
5519,51.414531470816016,-0.3049671649932861,,9.0,Fast site,Slow (3–8kW),work,0.1169,278,0.1169,0.0057,0.0898,0.0457,0.0068,0.1146,0.0058
5484,51.3998467,-0.2541452,,9.0,Fast site,Slow (3–8kW),leisure,0.6409,757,0.0693,0.0171,0.1733,0.0952,0.0133,0.6409,0.0033
5473,55.85739,-4.25445,,9.0,Fast site,Slow (3–8kW),shopping,1.893,868,0.1241,0.0014,1.893,0.5492,0.0851,0.1742,0.0254
256931,51.412325,-0.2213617,,8.6,Fast site,Slow (3–8kW),leisure,0.0219,71,0.0202,0.0082,0.007,0.0033,0.0069,0.0219,0.0
236475,51.483329,-0.0860928,,8.6,Fast site,Slow (3–8kW),leisure,0.1004,71,0.0046,0.0167,0.0032,0.005,0.0028,0.1004,0.0006
129940,54.413944,-1.268319,,8.0,Fast site,Fast (8–49kW),social,0.064,16,0.0,0.0,0.0005,0.0038,0.064,0.0517,0.0
129824,52.5976839827516,-3.38449336307031,,8.0,Fast site,Fast (8–49kW),leisure,0.0012,1,0.0,0.0,0.0,0.0,0.0,0.0012,0.0
127804,54.982288,-1.47451,,8.0,Fast site,Slow (3–8kW),leisure,0.0595,24,0.0059,0.0,0.0004,0.008,0.0015,0.0595,0.0261
127699,51.428051,-2.863517,,8.0,Fast site,Slow (3–8kW),shopping,0.0748,53,0.0148,0.016,0.0748,0.0063,0.0011,0.0482,0.0
127630,51.480492,-0.439597,,8.0,Fast site,Slow (3–8kW),work,0.1213,59,0.1213,0.0,0.0049,0.0101,0.0,0.0248,0.0137
126830,52.421627,-1.855385,,8.0,Fast site,Slow (3–8kW),shopping,0.1615,43,0.0064,0.0026,0.1615,0.0008,0.0089,0.0142,0.0
125141,51.3937,-0.304573,,8.0,Fast site,Slow (3–8kW),shopping,0.5646,222,0.1454,0.0142,0.5646,0.1371,0.0164,0.0134,0.0057
117977,57.064838,-2.650853,,8.0,Fast site,Fast (8–49kW),personal_business,0.0804,7,0.0,0.0,0.0,0.0804,0.0,0.0232,0.0
117724,52.478569,-1.915854,,8.0,Fast site,Slow (3–8kW),leisure,0.0942,238,0.0771,0.0062,0.0514,0.0588,0.0387,0.0942,0.01
114068,50.691168,-2.347711,,8.0,Fast site,Fast (8–49kW),work,0.1752,28,0.1752,0.0,0.0044,0.0,0.0,0.0582,0.0
113916,54.520455,-1.357175,,8.0,Fast site,Fast (8–49kW),leisure,0.3695,146,0.0018,0.0237,0.0282,0.02,0.0069,0.3695,0.0
112844,53.467239,-2.28261,,8.0,Fast site,Slow (3–8kW),leisure,0.6282,612,0.1393,0.0013,0.0304,0.0119,0.0015,0.6282,0.0036
108321,51.488239,-0.291481,,8.0,Fast site,Slow (3–8kW),leisure,0.164,115,0.0465,0.0092,0.0372,0.0189,0.0047,0.164,0.0057
107949,53.471424,-2.240198,,8.0,Fast site,Slow (3–8kW),leisure,0.1599,472,0.0541,0.113,0.0748,0.0938,0.038,0.1599,0.0132
107705,51.530567,0.143267,,8.0,Fast site,Slow (3–8kW),shopping,0.1481,123,0.0166,0.009,0.1481,0.0163,0.0069,0.0341,0.0009
105128,52.513863,-2.072104,,8.0,Fast site,Slow (3–8kW),leisure,0.3924,345,0.0886,0.0071,0.0542,0.026,0.0257,0.3924,0.2189
103473,51.369087,0.576686,,8.0,Fast site,Slow (3–8kW),shopping,0.136,76,0.0166,0.0032,0.136,0.0036,0.002,0.1002,0.0
103469,51.880466,-0.41951,,8.0,Fast site,Slow (3–8kW),shopping,0.3501,484,0.0914,0.0039,0.3501,0.3079,0.0462,0.0269,0.01
101295,53.20063,-0.616316,,8.0,Fast site,Slow (3–8kW),work,0.0948,90,0.0948,0.0,0.032,0.0087,0.0089,0.0093,0.0814
95745,51.035572,-2.276217,,8.0,Fast site,Slow (3–8kW),shopping,0.2349,166,0.0407,0.0034,0.2349,0.0159,0.0133,0.0212,0.0149
95741,52.186375,0.192831,,8.0,Fast site,Slow (3–8kW),work,0.1298,36,0.1298,0.0,0.0024,0.0033,0.0009,0.0224,0.0
75635,52.401203,-0.726977,,8.0,Fast site,Slow (3–8kW),shopping,1.4977,695,0.1145,0.0048,1.4977,0.1587,0.078,0.0501,0.0005
73439,53.423103,-1.253765,,8.0,Fast site,Slow (3–8kW),leisure,0.0891,35,0.0154,0.0,0.0116,0.0104,0.0079,0.0891,0.0414
73438,53.2838687,-1.28969480000001,,8.0,Fast site,Slow (3–8kW),holiday,0.217,60,0.1092,0.0,0.0047,0.0214,0.0,0.0255,0.217
73167,51.270809,1.061258,,8.0,Fast site,Slow (3–8kW),shopping,0.0598,59,0.0033,0.0,0.0598,0.0112,0.0042,0.0296,0.0006
72646,52.052711,-0.770604,,8.0,Fast site,Slow (3–8kW),leisure,0.0913,42,0.0658,0.0,0.0,0.0,0.0065,0.0913,0.0674
71932,52.285374,-0.711841,,8.0,Fast site,Slow (3–8kW),holiday,0.2305,8,0.0333,0.0,0.0,0.0,0.0,0.0067,0.2305
