StationID,Latitude,Longitude,Title,TotalCapacity_kW,StationType,Bands,label,top_score,n_pois_in_radius,huff_score_work,huff_score_education,huff_score_shopping,huff_score_personal_business,huff_score_social,huff_score_leisure,huff_score_holiday
285334,50.729126,-3.548183,,36.0,Fast site,Fast (8–49kW),work,0.0592,50,0.0592,0.0016,0.0135,0.0509,0.0028,0.0203,0.0007
285333,50.727588,-3.51816,,36.0,Fast site,Fast (8–49kW),leisure,0.0702,204,0.0176,0.0104,0.0674,0.0247,0.0173,0.0702,0.0012
285331,50.725319,-3.514082,,36.0,Fast site,Fast (8–49kW),leisure,0.1028,99,0.0038,0.0306,0.0158,0.029,0.0059,0.1028,0.0
285326,50.722838,-3.521497,,36.0,Fast site,Fast (8–49kW),education,0.1191,275,0.0321,0.1191,0.0708,0.0614,0.0188,0.069,0.0036
285324,50.721799,-3.500571,,36.0,Fast site,Fast (8–49kW),leisure,0.102,98,0.0044,0.0032,0.0289,0.0227,0.0276,0.102,0.0
285320,50.719782,-3.549086,,36.0,Fast site,Fast (8–49kW),leisure,0.0211,38,0.0151,0.0072,0.0187,0.0116,0.0004,0.0211,0.0005
285319,50.719516,-3.469409,,36.0,Fast site,Fast (8–49kW),work,0.0277,29,0.0277,0.0023,0.0112,0.0015,0.0,0.0101,0.0
285317,50.719386,-3.520131,,36.0,Fast site,Fast (8–49kW),shopping,0.0356,126,0.0097,0.032,0.0356,0.0122,0.0153,0.0304,0.0011
285314,50.716982,-3.53262,,36.0,Fast site,Fast (8–49kW),leisure,0.1028,263,0.0363,0.0,0.0983,0.0362,0.0221,0.1028,0.0038
285311,50.709238,-3.54811,,36.0,Fast site,Fast (8–49kW),shopping,0.0863,20,0.0,0.0,0.0863,0.0563,0.0,0.0184,0.0
285305,50.6977,-3.53576,,36.0,Fast site,Fast (8–49kW),leisure,0.1345,46,0.0,0.0041,0.0029,0.0033,0.0067,0.1345,0.0
285302,50.681911,-3.463461,,36.0,Fast site,Fast (8–49kW),shopping,0.082,98,0.017,0.0,0.082,0.0194,0.0107,0.0235,0.005
260996,51.527216,-0.2596,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),personal_business,0.1445,46,0.0463,0.0,0.0207,0.1445,0.0,0.0044,0.0007
260966,51.509727,-0.328328,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.9338,242,0.088,0.002,0.9338,0.1816,0.032,0.0095,0.0
260961,51.50893,-0.338704,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,1.555,326,0.1075,0.0334,1.555,0.1528,0.1393,0.0158,0.0
260955,51.507728,-0.257057,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),leisure,0.1977,133,0.0057,0.0036,0.0299,0.0256,0.0066,0.1977,0.0
199994,50.65794679392764,-1.247180550433427,,36.0,Fast site,Fast (8–49kW),leisure,0.005,6,0.0,0.0,0.0,0.0,0.0,0.005,0.0008
167409,51.486422,0.090772,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.0302,42,0.0063,0.0082,0.0302,0.0055,0.0039,0.0172,0.0008
167347,51.382098,-0.28474,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.3366,81,0.0872,0.0119,0.3366,0.1722,0.0153,0.0093,0.0007
154688,56.004652,-3.766921,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.0236,34,0.0014,0.0063,0.0236,0.0017,0.0006,0.0207,0.0
146455,51.573786,-0.117378,,36.0,Fast site,Slow (3–8kW),leisure,0.2458,421,0.0033,0.0124,0.0333,0.0101,0.0177,0.2458,0.0
146454,51.432347,-0.072859,,36.0,Fast site,Slow (3–8kW),social,0.0179,14,0.0007,0.0007,0.0,0.0,0.0179,0.006,0.0
146448,51.535374,-0.098128,,36.0,Fast site,Slow (3–8kW),leisure,0.1752,437,0.0207,0.0677,0.1334,0.0778,0.0346,0.1752,0.0008
133486,51.54885,-0.122446,,36.0,Fast site,Slow (3–8kW),leisure,0.0995,171,0.0373,0.013,0.0937,0.0144,0.0102,0.0995,0.0004
133485,51.559663,-0.093133,,36.0,Fast site,Slow (3–8kW),leisure,0.0469,169,0.0032,0.0045,0.0465,0.0271,0.0129,0.0469,0.0005
132785,51.458717,-0.158118,,36.0,Fast site,Slow (3–8kW),leisure,0.0223,88,0.0013,0.0056,0.0187,0.0054,0.0043,0.0223,0.0
132755,51.555033,-0.13177,,36.0,Fast site,Slow (3–8kW),leisure,0.0581,96,0.0022,0.0181,0.0158,0.0037,0.0058,0.0581,0.0
128467,51.518119,-0.29781,,36.0,Fast site,Slow (3–8kW),leisure,0.0438,85,0.0039,0.0025,0.0109,0.0165,0.0074,0.0438,0.0005
128024,51.537901,-0.324585,,36.0,Fast site,Slow (3–8kW),work,0.0276,31,0.0276,0.0,0.0,0.0011,0.0,0.0143,0.0
126688,52.426967,-1.575998,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.0465,12,0.0085,0.0,0.0465,0.0,0.0,0.0028,0.0345
121435,51.4445852964,-0.340895615491,,36.0,Fast site,Slow (3–8kW),shopping,0.1497,183,0.072,0.0141,0.1497,0.0857,0.0252,0.0286,0.0
121419,51.416784,-0.244828,,36.0,Fast site,Slow (3–8kW),leisure,0.0203,56,0.0032,0.0061,0.0152,0.0051,0.0012,0.0203,0.0
121410,51.589808,-0.097154,,36.0,Fast site,Slow (3–8kW),leisure,0.1636,294,0.0102,0.0176,0.0586,0.0213,0.0137,0.1636,0.0
114987,55.944689109541,-3.37138522114866,,36.0,Fast site,Slow (3–8kW),leisure,0.0866,72,0.0195,0.0,0.0004,0.0,0.0,0.0866,0.0019
107263,51.568256,-0.117982,,36.0,Fast site,Slow (3–8kW),leisure,0.3633,513,0.0197,0.0166,0.0845,0.0364,0.0199,0.3633,0.0023
100713,51.941014,-1.544558,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.4779,122,0.033,0.0039,0.4779,0.1181,0.038,0.0112,0.0161
95591,51.4283424459,-0.173207269007,,36.0,Fast site,Slow (3–8kW),shopping,0.1802,389,0.0165,0.0149,0.1802,0.0509,0.0149,0.0542,0.0007
93931,51.887027,-1.754905,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.1799,110,0.0049,0.0065,0.1799,0.0252,0.0045,0.0202,0.0138
87452,54.178985,-2.708529,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),work,0.0289,2,0.0289,0.0,0.0,0.0,0.0,0.0,0.0
65844,53.7775879,-2.89452069999993,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),holiday,0.0873,19,0.0,0.0,0.0019,0.0048,0.0018,0.0159,0.0873
56884,51.463907,-0.228826,,36.0,Fast site,Slow (3–8kW),work,0.2901,57,0.2901,0.0019,0.0081,0.0041,0.0029,0.2819,0.0
47939,51.5553896,0.0616708999999673,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),leisure,0.1036,85,0.0183,0.0076,0.0492,0.0071,0.0124,0.1036,0.0
21143,51.0146315810915,-0.262170283885666,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),leisure,0.1085,46,0.0152,0.0,0.001,0.0,0.0044,0.1085,0.006
5789,51.459766,-0.2184345,,36.0,Fast site,Slow (3–8kW),shopping,0.1584,294,0.061,0.0106,0.1584,0.0723,0.0244,0.0236,0.0033
4390,51.5068393098305,-0.111933946609497,,36.0,Fast site,Fast (8–49kW);Slow (3–8kW),leisure,0.1978,347,0.0469,0.0293,0.1276,0.1135,0.0255,0.1978,0.0028
260698,52.484742,-1.899411,,35.0,Fast site,Slow (3–8kW),work,0.213,569,0.213,0.0026,0.1159,0.09,0.0429,0.0585,0.0201
212405,51.5433457349362,-1.8077461361648373,,35.0,Fast site,Slow (3–8kW),leisure,0.1028,59,0.0,0.0063,0.0144,0.0,0.0044,0.1028,0.0
195223,51.50700992,-3.5589895,,35.0,Fast site,Slow (3–8kW),personal_business,0.2321,44,0.0,0.0182,0.0133,0.2321,0.021,0.0571,0.0
195222,51.54425583,-0.359164,,35.0,Fast site,Slow (3–8kW),work,0.2225,56,0.2225,0.0,0.0,0.0,0.0025,0.0028,0.0
155843,51.702963,-0.372652,,35.0,Fast site,Slow (3–8kW),leisure,0.008,9,0.0026,0.0021,0.0,0.0,0.0,0.008,0.0
131575,55.94473,-2.89714,,35.0,Fast site,Slow (3–8kW),work,0.0546,30,0.0546,0.0019,0.0,0.0,0.0,0.0038,0.0
126168,52.47674,-0.921483,,35.0,Fast site,Slow (3–8kW),shopping,0.4007,315,0.0296,0.0076,0.4007,0.1168,0.0379,0.0576,0.0022
103327,51.213197,-1.521002,,35.0,Fast site,Slow (3–8kW),work,0.0781,64,0.0781,0.0,0.0044,0.0015,0.0017,0.0316,0.0028
96020,52.470948,1.738303,,35.0,Fast site,Slow (3–8kW),shopping,0.1156,44,0.0284,0.0022,0.1156,0.0068,0.0012,0.0095,0.0
81869,51.06099578599231,-1.3181510662704945,,35.0,Fast site,Slow (3–8kW),leisure,0.2253,327,0.0334,0.0083,0.1128,0.0412,0.0282,0.2253,0.025
75144,52.7730313393201,-0.142478942871094,,35.0,Fast site,Slow (3–8kW),work,0.0561,14,0.0561,0.0,0.0,0.0,0.0,0.0,0.0079
60848,51.536229,-0.125580300000024,,35.0,Fast site,Slow (3–8kW),shopping,0.5114,390,0.1348,0.0484,0.5114,0.2408,0.0425,0.2293,0.0068
57749,52.3946647061106,-1.98565006256104,,35.0,Fast site,Slow (3–8kW),shopping,0.1164,71,0.0023,0.0055,0.1164,0.0181,0.0129,0.0222,0.0039
52022,50.8246982121588,-1.45483016967773,,35.0,Fast site,Slow (3–8kW),leisure,0.0523,37,0.0,0.0,0.0098,0.0034,0.0,0.0523,0.0057
48415,54.52672,-1.551609,,35.0,Fast site,Slow (3–8kW),shopping,0.3021,574,0.0852,0.0,0.3021,0.0858,0.0308,0.0644,0.0033
5232,54.7860595,-1.5851818,,35.0,Fast site,Slow (3–8kW),leisure,0.0446,57,0.0109,0.0094,0.0,0.0012,0.0017,0.0446,0.0
127754,51.653968,-0.376298,,34.0,Fast site,Fast (8–49kW),leisure,0.0479,23,0.0035,0.0137,0.0,0.0,0.0009,0.0479,0.0
113774,54.600554,-5.93401,,34.0,Fast site,Fast (8–49kW),shopping,0.3662,596,0.1065,0.0144,0.3662,0.1549,0.0509,0.0463,0.0106
97295,50.716597,-2.440993,,34.0,Fast site,Slow (3–8kW),work,0.1735,337,0.1735,0.0,0.0919,0.035,0.0196,0.1094,0.0092
60223,52.2659024,-1.1812076,,34.0,Fast site,Slow (3–8kW),work,0.2533,24,0.2533,0.0,0.0094,0.0,0.0,0.0161,0.0
52827,50.772499,0.268657,,34.0,Fast site,Slow (3–8kW),social,0.0429,38,0.0424,0.0012,0.0262,0.0383,0.0429,0.0215,0.0
41012,51.4184239263017,-0.752865871997073,,34.0,Fast site,Slow (3–8kW),shopping,0.1202,196,0.0182,0.0067,0.1202,0.0431,0.0029,0.0661,0.0022
19477,51.4899757,-0.1460507,,34.0,Fast site,Slow (3–8kW),shopping,0.1013,379,0.0506,0.0076,0.1013,0.0366,0.0178,0.0528,0.0709
13629,52.042831,-0.760908,,34.0,Fast site,Slow (3–8kW),shopping,0.1641,309,0.0225,0.0021,0.1641,0.057,0.0059,0.0758,0.0062
9661,55.949891,-3.186614,,34.0,Fast site,Slow (3–8kW),shopping,0.5392,1146,0.0778,0.0631,0.5392,0.385,0.22,0.4249,0.1677
11879,52.652377,1.260204,,33.3,Fast site,Fast (8–49kW),shopping,0.356,65,0.0955,0.0,0.356,0.0035,0.0,0.0182,0.0014
286350,51.553568,0.001814,,33.0,Fast site,Fast (8–49kW),leisure,0.9134,965,0.0428,0.0214,0.107,0.0365,0.0173,0.9134,0.0
279560,51.2373508268382,-0.325280145504621,,33.0,Fast site,Fast (8–49kW),leisure,0.1715,172,0.0343,0.0018,0.035,0.0131,0.0074,0.1715,0.0005
279118,54.58157487276216,-6.109824533897267,,33.0,Fast site,Fast (8–49kW),social,0.024,5,0.0,0.004,0.0,0.0,0.024,0.0,0.0
200061,51.13109,-3.004216,,33.0,Fast site,Fast (8–49kW),leisure,0.3507,440,0.0303,0.0118,0.1519,0.042,0.0275,0.3507,0.004
194608,51.59952068,-2.92687531,,33.0,Fast site,Fast (8–49kW),holiday,0.0918,31,0.0083,0.0012,0.0014,0.0009,0.0009,0.0225,0.0918
146491,51.49821676330174,-0.019209339951999,,33.0,Fast site,Fast (8–49kW),shopping,0.1785,419,0.1486,0.0107,0.1785,0.0708,0.0107,0.1755,0.0543
146442,51.493868,-0.177633,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.4174,432,0.0909,0.0854,0.4174,0.1997,0.0404,0.0999,0.0693
133957,51.500557,-0.10658,,33.0,Fast site,Slow (3–8kW),personal_business,0.1118,477,0.0743,0.0299,0.1042,0.1118,0.0299,0.0938,0.0226
133483,51.44854838267685,-0.0836172855720178,,33.0,Fast site,Slow (3–8kW),leisure,0.0455,93,0.0021,0.0087,0.0434,0.0154,0.0069,0.0455,0.0
132820,51.446945,-0.150072,,33.0,Fast site,Slow (3–8kW),shopping,0.1722,221,0.0792,0.0163,0.1722,0.0718,0.0495,0.0202,0.0007
128273,51.496079,-0.326565,,33.0,Fast site,Slow (3–8kW),shopping,0.0523,44,0.0372,0.0,0.0523,0.0163,0.0,0.0367,0.0
128081,51.534142,-0.38812,,33.0,Fast site,Slow (3–8kW),leisure,0.0757,84,0.0168,0.0029,0.0301,0.0045,0.0031,0.0757,0.0
128026,51.51777,-0.280066,,33.0,Fast site,Slow (3–8kW),shopping,0.1423,34,0.0126,0.0391,0.1423,0.0274,0.0006,0.0134,0.0
128025,51.499203,-0.264326,,33.0,Fast site,Slow (3–8kW),social,0.1279,53,0.0013,0.0014,0.073,0.0122,0.1279,0.037,0.0005
128023,51.516979,-0.372108,,33.0,Fast site,Slow (3–8kW),personal_business,0.0345,47,0.0,0.0032,0.0201,0.0345,0.011,0.0153,0.0
127621,51.502181,-0.308221,,33.0,Fast site,Slow (3–8kW),shopping,0.0809,173,0.0688,0.0049,0.0809,0.0282,0.0041,0.0318,0.0024
126297,51.512756,-0.199996,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.3865,638,0.054,0.0292,0.3865,0.0633,0.0177,0.0888,0.0125
125920,51.523421,-0.218878,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),work,0.0924,111,0.0924,0.0208,0.0211,0.0105,0.0041,0.0641,0.0
125919,51.51635,-0.222238,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),work,0.1719,196,0.1719,0.0334,0.1008,0.0086,0.0188,0.0661,0.0006
125918,51.52099,-0.209805,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.7782,361,0.0599,0.0662,0.7782,0.4404,0.0135,0.0396,0.0005
125883,51.48384,-0.179862,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.1976,434,0.1859,0.0462,0.1976,0.0778,0.0264,0.1279,0.0
125863,51.502432,-0.194683,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.2581,450,0.0575,0.017,0.2581,0.0969,0.022,0.056,0.0079
125729,51.51292,-0.211289,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.1095,223,0.0736,0.0179,0.1095,0.0482,0.0091,0.0792,0.0024
125254,51.43753,-0.221544,,33.0,Fast site,Slow (3–8kW),leisure,0.0394,45,0.0018,0.0,0.0015,0.0009,0.0,0.0394,0.0
121439,51.486797,-0.185549,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.0783,236,0.0182,0.0146,0.0783,0.05,0.0149,0.0284,0.0019
121412,51.500004,-0.206435,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),leisure,0.0856,175,0.0083,0.0024,0.0328,0.017,0.0101,0.0856,0.0126
121405,51.492077,-0.183899,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),leisure,0.1155,280,0.0436,0.0447,0.0625,0.0752,0.0185,0.1155,0.0606
121401,51.491937,-0.163377,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.3298,638,0.0698,0.048,0.3298,0.0621,0.0177,0.0889,0.0089
121397,51.489989,-0.170499,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),shopping,0.2134,472,0.0371,0.0462,0.2134,0.0706,0.0247,0.2113,0.0048
121394,51.4797808530263,-0.246472337889145,,33.0,Fast site,Slow (3–8kW),leisure,0.1082,42,0.0,0.0139,0.0004,0.0,0.0013,0.1082,0.0
107299,51.3896493123,-0.197731282653,,33.0,Fast site,Slow (3–8kW),leisure,0.239,90,0.0003,0.016,0.0222,0.0006,0.0403,0.239,0.0
107295,51.479859151,-0.0101109052359,,33.0,Fast site,Slow (3–8kW),shopping,0.7945,649,0.0486,0.0285,0.7945,0.1945,0.0337,0.3935,0.0205
107292,51.397076,-0.16176,,33.0,Fast site,Slow (3–8kW),leisure,0.0512,43,0.0092,0.006,0.0007,0.0089,0.0043,0.0512,0.0
107291,51.4030032744,-0.22958382489,,33.0,Fast site,Slow (3–8kW),leisure,0.0467,44,0.0,0.0,0.0008,0.0082,0.0109,0.0467,0.0
107285,51.418507,-0.233788,,33.0,Fast site,Slow (3–8kW),leisure,0.0604,55,0.0005,0.0014,0.0,0.0,0.0048,0.0604,0.0
107282,51.4856345253,0.000338261524827,,33.0,Fast site,Slow (3–8kW),leisure,1.2988,1258,0.0557,0.008,0.2116,0.0426,0.0143,1.2988,0.0012
107271,51.4649009987,-0.23689260705,,33.0,Fast site,Slow (3–8kW),shopping,0.0854,41,0.0006,0.0019,0.0854,0.04,0.0,0.0228,0.0
107270,51.415642,-0.154098,,33.0,Fast site,Slow (3–8kW),leisure,0.0138,32,0.0026,0.0084,0.0066,0.003,0.0099,0.0138,0.0
107269,51.4233559451,-0.209034373383,,33.0,Fast site,Slow (3–8kW),shopping,0.1376,246,0.0834,0.0128,0.1376,0.0659,0.0242,0.0428,0.0015
107265,51.417755,-0.150647,,33.0,Fast site,Slow (3–8kW),social,0.0216,22,0.0019,0.0029,0.0103,0.0066,0.0216,0.0073,0.0
107258,51.4897732383,0.0532847425623,,33.0,Fast site,Slow (3–8kW),leisure,0.0711,125,0.022,0.0235,0.0089,0.0041,0.0127,0.0711,0.0
107252,51.4092566422,-0.178181169984,,33.0,Fast site,Slow (3–8kW),leisure,0.0224,40,0.0056,0.0059,0.0164,0.0021,0.001,0.0224,0.0
103802,51.524874,-0.0961,,33.0,Fast site,Slow (3–8kW),shopping,0.1616,485,0.1481,0.0286,0.1616,0.1164,0.0259,0.1282,0.0104
103438,51.4459788289,-0.178533245281,,33.0,Fast site,Slow (3–8kW),leisure,0.0441,38,0.0017,0.0169,0.0,0.0,0.0038,0.0441,0.0
102194,51.530783,-0.109522,,33.0,Fast site,Slow (3–8kW),shopping,0.1702,500,0.0846,0.0191,0.1702,0.0813,0.0407,0.1092,0.006
102192,51.524483,-0.107519,,33.0,Fast site,Slow (3–8kW),work,0.4732,740,0.4732,0.0211,0.1569,0.1952,0.0785,0.0801,0.0119
101458,51.476378,-0.221589,,33.0,Fast site,Slow (3–8kW),leisure,0.0501,42,0.0112,0.0054,0.0029,0.0015,0.0009,0.0501,0.0008
99220,51.5037314401,-0.23576893598,,33.0,Fast site,Slow (3–8kW),shopping,0.1114,359,0.051,0.0485,0.1114,0.0419,0.0338,0.0949,0.0022
99218,51.5025880705,-0.252498119991,,33.0,Fast site,Slow (3–8kW),leisure,0.1254,99,0.0184,0.0106,0.0407,0.0048,0.0055,0.1254,0.0
99217,51.482755842,-0.206376978758,,33.0,Fast site,Slow (3–8kW),leisure,0.071,239,0.0013,0.0201,0.0656,0.0309,0.0172,0.071,0.0017
99216,51.5265883453,0.115591707366,,33.0,Fast site,Slow (3–8kW),leisure,0.0748,59,0.0113,0.0019,0.0117,0.0047,0.0,0.0748,0.0
99215,51.5375891807,0.127378481879,,33.0,Fast site,Slow (3–8kW),leisure,0.2736,97,0.0,0.0135,0.0648,0.0187,0.0014,0.2736,0.0
99214,51.539922587,0.101197880311,,33.0,Fast site,Slow (3–8kW),shopping,0.3989,37,0.0,0.0101,0.3989,0.0581,0.0,0.0445,0.0
99213,51.5452323869,0.0944331202854,,33.0,Fast site,Slow (3–8kW),personal_business,0.071,35,0.0092,0.0037,0.0507,0.071,0.007,0.0355,0.0
99212,51.53912,0.148167,,33.0,Fast site,Slow (3–8kW),leisure,0.2848,226,0.006,0.0072,0.0866,0.0269,0.0091,0.2848,0.0
99210,51.5586934537,0.127973757844,,33.0,Fast site,Slow (3–8kW),shopping,0.2324,73,0.0014,0.0064,0.2324,0.0007,0.0036,0.0775,0.0007
99209,51.5713808504,0.133992313462,,33.0,Fast site,Slow (3–8kW),shopping,0.0434,33,0.0047,0.002,0.0434,0.0022,0.0395,0.0126,0.0
99208,51.5605291074,0.147652060745,,33.0,Fast site,Slow (3–8kW),shopping,0.3836,201,0.0295,0.038,0.3836,0.1475,0.0103,0.3263,0.0
99207,51.5275143939,0.0955661367644,,33.0,Fast site,Slow (3–8kW),leisure,0.1037,90,0.0407,0.001,0.0403,0.002,0.0071,0.1037,0.0
99205,51.526841,0.147195,,33.0,Fast site,Slow (3–8kW),work,0.0417,45,0.0417,0.001,0.016,0.0,0.0,0.0004,0.0006
99181,51.5519960412,0.109428211905,,33.0,Fast site,Slow (3–8kW),leisure,0.076,129,0.0012,0.0043,0.0561,0.002,0.0114,0.076,0.0
99180,51.4781329569,-0.211036994467,,33.0,Fast site,Slow (3–8kW),education,0.0424,83,0.0013,0.0424,0.0129,0.022,0.0074,0.0164,0.0
99179,51.5415623057,0.127967593097,,33.0,Fast site,Slow (3–8kW),shopping,0.1035,84,0.0,0.0,0.1035,0.0165,0.0006,0.07,0.0
99178,51.5167256681,-0.228622518989,,33.0,Fast site,Slow (3–8kW),leisure,0.2399,218,0.0368,0.0374,0.0371,0.0135,0.0055,0.2399,0.0
99177,51.5644817285,0.175700427791,,33.0,Fast site,Slow (3–8kW),shopping,0.0528,18,0.0,0.0169,0.0528,0.0179,0.0042,0.0036,0.0
93740,51.4532328823,-0.252181286202,,33.0,Fast site,Slow (3–8kW),education,0.0533,67,0.0033,0.0533,0.0063,0.002,0.0018,0.0529,0.0
93055,51.4728187498,-0.176038874652,,33.0,Fast site,Slow (3–8kW),leisure,0.0949,155,0.0333,0.015,0.0427,0.016,0.0121,0.0949,0.0
93054,51.4325101875,-0.181572239184,,33.0,Fast site,Slow (3–8kW),shopping,0.1497,169,0.0197,0.0256,0.1497,0.0469,0.0185,0.0688,0.0
93053,51.452005,-0.209454,,33.0,Fast site,Slow (3–8kW),leisure,0.0821,63,0.0,0.0068,0.0038,0.003,0.0027,0.0821,0.0
93052,51.45484227,-0.197525374058,,33.0,Fast site,Slow (3–8kW),education,0.1827,330,0.0175,0.1827,0.1687,0.025,0.01,0.1134,0.0014
93043,51.4748946892,-0.162132179773,,33.0,Fast site,Slow (3–8kW),leisure,0.1201,297,0.0178,0.0153,0.055,0.0269,0.0054,0.1201,0.0009
93042,51.4676930199,-0.167964658128,,33.0,Fast site,Slow (3–8kW),shopping,0.0997,403,0.045,0.0255,0.0997,0.0593,0.0206,0.0913,0.0012
93040,51.453839059,-0.180897540524,,33.0,Fast site,Slow (3–8kW),leisure,0.0315,53,0.0018,0.0102,0.0085,0.0032,0.0075,0.0315,0.0
93039,51.4584587737,-0.20994943488,,33.0,Fast site,Slow (3–8kW),shopping,0.1162,164,0.0311,0.0234,0.1162,0.0426,0.0079,0.0361,0.0018
93023,51.4701477998,-0.170256459008,,33.0,Fast site,Slow (3–8kW),shopping,0.2219,312,0.2187,0.0091,0.2219,0.1337,0.0452,0.2082,0.0
93022,51.4666300975,-0.216252388143,,33.0,Fast site,Slow (3–8kW),shopping,0.2283,333,0.0368,0.0028,0.2283,0.0385,0.0503,0.0638,0.0024
92186,51.4599324006,-0.189378734991,,33.0,Fast site,Slow (3–8kW),shopping,1.1384,297,0.4263,0.0312,1.1384,0.0553,0.0208,0.0345,0.0063
92184,51.4510059088,-0.237974847993,,33.0,Fast site,Slow (3–8kW),shopping,0.1001,92,0.006,0.0077,0.1001,0.0138,0.0105,0.0222,0.0
88564,51.4806642281,-0.165918326882,,33.0,Fast site,Slow (3–8kW),leisure,0.0436,88,0.0357,0.0042,0.0095,0.008,0.012,0.0436,0.0008
88563,51.470147,-0.196868,,33.0,Fast site,Slow (3–8kW),leisure,0.1101,258,0.0136,0.0275,0.0668,0.0377,0.0057,0.1101,0.0
88562,51.4841679837,-0.224123341344,,33.0,Fast site,Slow (3–8kW),personal_business,0.0823,65,0.0093,0.0035,0.0117,0.0823,0.0043,0.0129,0.0
88550,51.5031715121,-0.23083397133,,33.0,Fast site,Slow (3–8kW),shopping,0.1701,459,0.0406,0.062,0.1701,0.0689,0.0301,0.1322,0.0035
86168,51.525355689,-0.188990324938,,33.0,Fast site,Slow (3–8kW),leisure,0.1454,184,0.0122,0.0183,0.0419,0.0297,0.0148,0.1454,0.0006
85852,51.5106839403,-0.151771698031,,33.0,Fast site,Slow (3–8kW),shopping,0.3708,669,0.1938,0.0053,0.3708,0.0946,0.0197,0.1908,0.0371
84131,52.664274,1.341352,,33.0,Fast site,Fast (8–49kW),holiday,0.2472,26,0.0,0.0006,0.0076,0.0,0.0,0.0589,0.2472
83542,51.4775333912,-0.149799886186,,33.0,Fast site,Slow (3–8kW),shopping,0.0676,183,0.0272,0.0052,0.0676,0.0335,0.0546,0.0575,0.005
83541,51.4437411198,-0.149914059196,,33.0,Fast site,Slow (3–8kW),personal_business,0.3382,243,0.0429,0.0095,0.1475,0.3382,0.0273,0.0155,0.0011
83538,51.4234961838,-0.158887354035,,33.0,Fast site,Slow (3–8kW),shopping,0.1471,219,0.0266,0.0064,0.1471,0.0208,0.0187,0.0074,0.0
83534,51.4448687684,-0.203918899053,,33.0,Fast site,Slow (3–8kW),shopping,0.1872,113,0.0166,0.0136,0.1872,0.0269,0.0112,0.0128,0.0
83530,51.4394448287,-0.178764420939,,33.0,Fast site,Slow (3–8kW),leisure,0.1916,60,0.0005,0.0251,0.0015,0.0014,0.0009,0.1916,0.0
83528,51.4303975388,-0.156854858173,,33.0,Fast site,Slow (3–8kW),leisure,0.0724,32,0.0005,0.0108,0.0351,0.0212,0.0343,0.0724,0.0
83525,51.4192274326,-0.147078349913,,33.0,Fast site,Slow (3–8kW),work,0.0125,19,0.0125,0.0017,0.0018,0.0103,0.0082,0.0039,0.0
83524,51.4348982166,-0.148573645746,,33.0,Fast site,Slow (3–8kW),leisure,0.0335,29,0.006,0.0005,0.0004,0.0018,0.0004,0.0335,0.0
75314,51.036076,-3.044447,,33.0,Fast site,Fast (8–49kW);Slow (3–8kW),leisure,0.0442,40,0.0,0.0,0.0,0.0,0.0,0.0442,0.0317
73560,51.4241501,-0.1887607,,33.0,Fast site,Slow (3–8kW),leisure,0.0282,61,0.0082,0.0061,0.0079,0.0186,0.0153,0.0282,0.0
73556,51.4033208,-0.2051515,,33.0,Fast site,Slow (3–8kW),leisure,0.0326,30,0.0,0.0033,0.0087,0.0022,0.004,0.0326,0.0
73554,51.4215754,-0.1999547,,33.0,Fast site,Slow (3–8kW),shopping,0.1022,258,0.0272,0.0084,0.1022,0.0581,0.0129,0.0171,0.0026
73253,51.4984321,-0.2463916,,33.0,Fast site,Slow (3–8kW),leisure,0.0572,69,0.0084,0.0031,0.0102,0.0009,0.0097,0.0572,0.0068
73249,51.5307931,-0.2365864,,33.0,Fast site,Slow (3–8kW),work,0.0563,148,0.0563,0.0131,0.0517,0.0277,0.0082,0.0133,0.0006
