StationID,Latitude,Longitude,Title,TotalCapacity_kW,StationType,Bands
8632,51.897965,-0.671594,,14.0,Fast site,Slow (3–8kW)
8633,51.521949,-0.259827,,14.0,Fast site,Slow (3–8kW)
8634,51.49681,0.01131,,14.0,Fast site,Slow (3–8kW)
8635,51.187698,0.8135,,14.0,Fast site,Slow (3–8kW)
8636,51.3208670459061,-2.54377950531011,,14.0,Fast site,Slow (3–8kW)
8637,51.319252,-1.441199,,14.0,Fast site,Slow (3–8kW)
8638,51.575345,-2.944849,,14.0,Fast site,Slow (3–8kW)
8639,52.126285,1.422814,,14.0,Fast site,Slow (3–8kW)
8640,55.8636441486467,-4.02268597553257,,14.0,Fast site,Slow (3–8kW)
8641,51.411668,-0.311761,,14.0,Fast site,Slow (3–8kW)
8642,51.187983,0.812789,,14.0,Fast site,Slow (3–8kW)
8643,51.7551,-0.4285,,14.0,Fast site,Slow (3–8kW)
8644,50.368595,-4.143606,,14.0,Fast site,Slow (3–8kW)
8645,51.615334,-0.064043,,14.0,Fast site,Slow (3–8kW)
8646,51.618561,-0.111586,,14.0,Fast site,Slow (3–8kW)
8647,51.153506,-0.190948,,14.0,Fast site,Slow (3–8kW)
8648,53.312122,-2.963745,,14.0,Fast site,Slow (3–8kW)
8649,50.799166,0.28977,,14.0,Fast site,Slow (3–8kW)
8650,50.824129,-1.684444,,14.0,Fast site,Slow (3–8kW)
8651,51.517476,-0.093712,,14.0,Fast site,Slow (3–8kW)
8652,53.588799,-0.692133,,14.0,Fast site,Slow (3–8kW)
8653,51.137807,0.259371,,14.0,Fast site,Slow (3–8kW)
8654,52.203909,-0.159048,,14.0,Fast site,Slow (3–8kW)
8655,53.701457,-1.63701,,14.0,Fast site,Slow (3–8kW)
8656,55.54275,-4.65562,,14.0,Fast site,Slow (3–8kW)
8657,52.633685,-1.123785,,14.0,Fast site,Slow (3–8kW)
8658,53.571376,-1.523004,,14.0,Fast site,Slow (3–8kW)
8659,53.313423,-1.126377,,14.0,Fast site,Slow (3–8kW)
8660,51.6476147668299,-0.384494057112647,,14.0,Fast site,Slow (3–8kW)
8661,51.115889,-0.214423,,14.0,Fast site,Slow (3–8kW)
8662,55.0500592191911,-3.58981615211485,,14.0,Fast site,Slow (3–8kW)
8663,51.409163004328384,-3.228540095770313,,14.0,Fast site,Slow (3–8kW)
8664,53.616221145257,-2.15482075449222,,14.0,Fast site,Slow (3–8kW)
8665,53.400871,-2.944281,,14.0,Fast site,Slow (3–8kW)
8666,52.094723,-1.946437,,14.0,Fast site,Slow (3–8kW)
8667,56.3415472350761,-2.79703807605745,,14.0,Fast site,Slow (3–8kW)
8668,51.427795,-0.011248,,14.0,Fast site,Slow (3–8kW)
8669,52.65136,0.098121,,14.0,Fast site,Slow (3–8kW)
8670,52.649817,1.406271,,14.0,Fast site,Slow (3–8kW)
8671,50.838722,-1.581822,,14.0,Fast site,Slow (3–8kW)
8672,54.851418,-1.560274,,14.0,Fast site,Slow (3–8kW)
8673,55.93333,-3.09051,,14.0,Fast site,Slow (3–8kW)
8674,51.35288,-2.235845,,14.0,Fast site,Slow (3–8kW)
8675,51.480161,-0.44059,,14.0,Fast site,Slow (3–8kW)
8676,51.669094,-0.156687,,14.0,Fast site,Slow (3–8kW)
8677,50.2661669230628,-4.78468100566408,,14.0,Fast site,Slow (3–8kW)
8678,53.4122,-2.84106,,14.0,Fast site,Slow (3–8kW)
8679,54.384564,-2.915923,,14.0,Fast site,Slow (3–8kW)
8680,58.44169,-3.09685,,14.0,Fast site,Slow (3–8kW)
8681,51.47453,-0.511815,,14.0,Fast site,Slow (3–8kW)
8682,55.99889,-2.5129,,14.0,Fast site,Slow (3–8kW)
8683,56.05709,-2.72972,,14.0,Fast site,Slow (3–8kW)
8684,56.00528,-2.78556,,14.0,Fast site,Slow (3–8kW)
8685,55.61225,-4.49877,,14.0,Fast site,Slow (3–8kW)
8686,53.216343,-0.601705,,14.0,Fast site,Slow (3–8kW)
8687,50.812493,-0.368335,,14.0,Fast site,Slow (3–8kW)
8688,53.766319,-1.575991,,14.0,Fast site,Slow (3–8kW)
8689,53.505454,-2.299044,,14.0,Fast site,Slow (3–8kW)
8690,53.302479,-2.369085,,14.0,Fast site,Slow (3–8kW)
8691,52.799187,-0.128941,,14.0,Fast site,Slow (3–8kW)
8692,54.95005,-1.84134,,14.0,Fast site,Slow (3–8kW)
8693,50.834063,-0.275748,,14.0,Fast site,Slow (3–8kW)
8694,51.495932,-0.015996,,14.0,Fast site,Slow (3–8kW)
8695,52.961857,-1.178257,,14.0,Fast site,Slow (3–8kW)
8696,51.809787,-5.101992,,14.0,Fast site,Slow (3–8kW)
8697,50.978348,0.676587,,14.0,Fast site,Slow (3–8kW)
8698,52.118307,0.221204,,14.0,Fast site,Slow (3–8kW)
8699,53.45063,-2.726785,,14.0,Fast site,Slow (3–8kW)
8700,52.124855,-2.301398,,14.0,Fast site,Slow (3–8kW)
8701,51.941422,-3.411703,,14.0,Fast site,Slow (3–8kW)
8702,53.34898,-2.205011,,14.0,Fast site,Slow (3–8kW)
8703,51.347881,-0.101379,,14.0,Fast site,Slow (3–8kW)
8704,52.799187,-0.128941,,14.0,Fast site,Slow (3–8kW)
8705,51.859087,-4.303028,,14.0,Fast site,Slow (3–8kW)
8706,52.037951,-4.470243,,14.0,Fast site,Slow (3–8kW)
8707,50.982048,0.730917,,14.0,Fast site,Slow (3–8kW)
8708,53.18761,-4.340583,,14.0,Fast site,Slow (3–8kW)
8709,56.579129,-4.003527,,14.0,Fast site,Slow (3–8kW)
8710,54.998647,-7.27343,,14.0,Fast site,Slow (3–8kW)
8711,51.545176,-4.209902,,14.0,Fast site,Slow (3–8kW)
8712,50.224692,-3.818012,,14.0,Fast site,Slow (3–8kW)
8713,51.204766,-4.064086,,14.0,Fast site,Slow (3–8kW)
8714,50.71048,-3.468885,,14.0,Fast site,Slow (3–8kW)
8715,53.18602,-0.597471,,14.0,Fast site,Slow (3–8kW)
8716,55.88662,-3.69295,,14.0,Fast site,Slow (3–8kW)
8717,56.39172,-3.43825,,14.0,Fast site,Slow (3–8kW)
8718,52.323885,-1.941418,,14.0,Fast site,Slow (3–8kW)
8719,56.00392,-4.73162,,14.0,Fast site,Slow (3–8kW)
8720,50.624021,-2.542288,,14.0,Fast site,Slow (3–8kW)
8721,56.55953,-2.58895,,14.0,Fast site,Slow (3–8kW)
8722,56.31702,-3.00875,,14.0,Fast site,Slow (3–8kW)
8723,55.2463,-4.84819,,14.0,Fast site,Slow (3–8kW)
8724,53.408656,-2.913501,,14.0,Fast site,Slow (3–8kW)
8725,52.045326,-0.533451,,14.0,Fast site,Slow (3–8kW)
8726,53.772459,-2.721887,,14.0,Fast site,Slow (3–8kW)
8727,52.920882,-0.649791,,14.0,Fast site,Slow (3–8kW)
8728,53.155561,-3.132727,,14.0,Fast site,Slow (3–8kW)
8729,54.543796,-1.92125,,14.0,Fast site,Slow (3–8kW)
8730,53.841211,-1.823951,,14.0,Fast site,Slow (3–8kW)
8731,55.86371,-3.981,,14.0,Fast site,Slow (3–8kW)
8732,51.50703,-0.057629,,14.0,Fast site,Slow (3–8kW)
8733,51.719649,-0.33312,,14.0,Fast site,Slow (3–8kW)
8734,53.228983,-0.549949,,14.0,Fast site,Slow (3–8kW)
8735,50.837081,-0.21212,,14.0,Fast site,Slow (3–8kW)
8736,51.70498,-0.328376,,14.0,Fast site,Slow (3–8kW)
8737,53.782499,-1.577008,,14.0,Fast site,Slow (3–8kW)
8738,56.1164,-3.929,,14.0,Fast site,Slow (3–8kW)
8739,51.499153,0.010021,,14.0,Fast site,Slow (3–8kW)
8740,52.91915,-1.47128,,14.0,Fast site,Slow (3–8kW)
8741,53.760094,-2.761198,,14.0,Fast site,Slow (3–8kW)
8742,52.828602,1.3665,,14.0,Fast site,Slow (3–8kW)
8743,55.70619,-4.71131,,14.0,Fast site,Slow (3–8kW)
8744,52.923733,-1.462332,,14.0,Fast site,Slow (3–8kW)
8745,55.85977,-4.10934,,14.0,Fast site,Slow (3–8kW)
8746,55.96244,-4.8167,,14.0,Fast site,Slow (3–8kW)
8747,56.15686,-3.95648,,14.0,Fast site,Slow (3–8kW)
8748,52.110984,-0.48064,,14.0,Fast site,Slow (3–8kW)
8749,55.914173,-4.196982,,14.0,Fast site,Slow (3–8kW)
8750,51.729634,0.453659,,14.0,Fast site,Slow (3–8kW)
8751,54.607612,-1.561337,,14.0,Fast site,Slow (3–8kW)
8752,52.068699,-0.8229,,14.0,Fast site,Slow (3–8kW)
8753,51.580926,-0.338848,,14.0,Fast site,Slow (3–8kW)
8754,54.592105,-5.96302,,14.0,Fast site,Slow (3–8kW)
8755,51.337337,1.414064,,14.0,Fast site,Slow (3–8kW)
8756,53.086813,-2.427185,,14.0,Fast site,Slow (3–8kW)
8757,50.85245,-0.15725,,14.0,Fast site,Slow (3–8kW)
8758,51.343842,-0.202089,,14.0,Fast site,Slow (3–8kW)
8759,51.075236,-1.820053,,14.0,Fast site,Slow (3–8kW)
8760,53.492755,-1.491374,,14.0,Fast site,Slow (3–8kW)
8761,52.588676,-1.10466,,14.0,Fast site,Slow (3–8kW)
8762,50.799693,0.290182,,14.0,Fast site,Slow (3–8kW)
8763,52.914337,-4.098481,,14.0,Fast site,Slow (3–8kW)
8764,51.90136,0.199279,,14.0,Fast site,Slow (3–8kW)
8765,53.362897,-2.287837,,14.0,Fast site,Slow (3–8kW)
8766,52.272118,-1.556073,,14.0,Fast site,Slow (3–8kW)
8767,51.760781,-0.216254,,14.0,Fast site,Slow (3–8kW)
8768,54.99505,-1.42911,,14.0,Fast site,Slow (3–8kW)
8769,51.780648,0.094502,,14.0,Fast site,Slow (3–8kW)
8770,52.959898,-1.079539,,14.0,Fast site,Slow (3–8kW)
8771,53.414653,-2.146113,,14.0,Fast site,Slow (3–8kW)
8772,54.163396,-3.145813,,14.0,Fast site,Slow (3–8kW)
8773,52.945165,0.68074,,14.0,Fast site,Slow (3–8kW)
8774,52.800232,-1.634706,,14.0,Fast site,Slow (3–8kW)
8775,51.482296,-0.06809,,14.0,Fast site,Slow (3–8kW)
8776,50.552826,-4.143653,,14.0,Fast site,Slow (3–8kW)
8777,51.497297,-0.139462,,14.0,Fast site,Slow (3–8kW)
8778,53.095601,-2.43434,,14.0,Fast site,Slow (3–8kW)
8779,53.770474,-0.377231,,14.0,Fast site,Slow (3–8kW)
8780,52.046878,-1.841694,,14.0,Fast site,Slow (3–8kW)
8781,51.666293,-0.616727,,14.0,Fast site,Slow (3–8kW)
8782,51.743257,-1.890791,,14.0,Fast site,Slow (3–8kW)
8783,51.652471,-2.231946,,14.0,Fast site,Slow (3–8kW)
8784,51.51029,-0.155519,,14.0,Fast site,Slow (3–8kW)
8785,53.82573,-3.055124,,14.0,Fast site,Slow (3–8kW)
8786,51.415555,-0.768243,,14.0,Fast site,Slow (3–8kW)
8787,52.472287,-1.873065,,14.0,Fast site,Slow (3–8kW)
8788,50.431799,-3.708411,,14.0,Fast site,Slow (3–8kW)
8789,55.00218,-1.4194,,14.0,Fast site,Slow (3–8kW)
8790,52.46018,-1.01631,,14.0,Fast site,Slow (3–8kW)
8791,53.794088,-2.25637,,14.0,Fast site,Slow (3–8kW)
8792,52.628541,-1.69346,,14.0,Fast site,Slow (3–8kW)
8793,55.02007,-1.50717,,14.0,Fast site,Slow (3–8kW)
8794,51.929015,-1.642669,,14.0,Fast site,Slow (3–8kW)
8795,51.343498,1.315026,,14.0,Fast site,Slow (3–8kW)
8796,50.395799,-4.094969,,14.0,Fast site,Slow (3–8kW)
8797,53.472041,-2.337486,,14.0,Fast site,Slow (3–8kW)
8798,53.370888,-1.485717,,14.0,Fast site,Slow (3–8kW)
8799,55.944835,-4.74293,,14.0,Fast site,Slow (3–8kW)
8800,52.7187,-2.46473,,14.0,Fast site,Slow (3–8kW)
8801,52.942453,-1.165416,,14.0,Fast site,Slow (3–8kW)
8802,53.697352,-1.506397,,14.0,Fast site,Slow (3–8kW)
8803,51.468083,-3.206283,,14.0,Fast site,Slow (3–8kW)
8804,52.624771,1.294289,,14.0,Fast site,Slow (3–8kW)
8805,52.500778,-2.154613,,14.0,Fast site,Slow (3–8kW)
8806,51.599571,-0.194504,,14.0,Fast site,Slow (3–8kW)
8807,54.916115,-1.433272,,14.0,Fast site,Slow (3–8kW)
8808,52.040616,-0.768702,,14.0,Fast site,Slow (3–8kW)
8809,53.023895,-2.155167,,14.0,Fast site,Slow (3–8kW)
8810,51.542087,-2.57847,,14.0,Fast site,Slow (3–8kW)
8811,51.411139,-0.055037,,14.0,Fast site,Slow (3–8kW)
8812,51.533575,-0.172423,,14.0,Fast site,Slow (3–8kW)
8813,51.486554,-0.11462,,14.0,Fast site,Slow (3–8kW)
8814,51.494088,0.16823,,14.0,Fast site,Slow (3–8kW)
8815,51.510664,-0.605522,,14.0,Fast site,Slow (3–8kW)
8816,53.806229,-1.752909,,14.0,Fast site,Slow (3–8kW)
8817,52.378389,-2.484768,,14.0,Fast site,Slow (3–8kW)
8818,53.188852,-3.052412,,14.0,Fast site,Slow (3–8kW)
8819,51.643299,0.61791,,14.0,Fast site,Slow (3–8kW)
8820,56.556287,-2.584677,,14.0,Fast site,Slow (3–8kW)
8821,51.51244,-3.584415,,14.0,Fast site,Slow (3–8kW)
8822,54.491547,-6.640926,,14.0,Fast site,Slow (3–8kW)
8823,52.527357,-1.987884,,14.0,Fast site,Slow (3–8kW)
8824,52.480697,-2.05208,,14.0,Fast site,Slow (3–8kW)
8825,52.4894714,-1.9315198,,14.0,Fast site,Slow (3–8kW)
8826,51.6956895308205,-0.175762013532221,,14.0,Fast site,Slow (3–8kW)
8827,51.398661,0.53919,,14.0,Fast site,Slow (3–8kW)
8828,52.031629,1.202297,,14.0,Fast site,Slow (3–8kW)
8829,52.621162,1.295693,,14.0,Fast site,Slow (3–8kW)
8830,50.656651,-1.150416,,14.0,Fast site,Slow (3–8kW)
8831,51.514246,-0.081589,,14.0,Fast site,Slow (3–8kW)
8832,52.714643,-2.805952,,14.0,Fast site,Slow (3–8kW)
8833,51.748396,-0.470608,,14.0,Fast site,Slow (3–8kW)
8834,51.348917,-0.099977,,14.0,Fast site,Slow (3–8kW)
8835,51.529579,-0.284247,,14.0,Fast site,Slow (3–8kW)
8836,52.403927,-1.244664,,14.0,Fast site,Slow (3–8kW)
8837,52.391218,-2.248121,,14.0,Fast site,Slow (3–8kW)
8838,54.655996,-3.550971,,14.0,Fast site,Slow (3–8kW)
8839,51.436639,-0.380371,,14.0,Fast site,Slow (3–8kW)
8840,52.251353,0.711378,,14.0,Fast site,Slow (3–8kW)
8841,51.451283,0.178054,,14.0,Fast site,Slow (3–8kW)
8842,51.63639,-0.345738,,14.0,Fast site,Slow (3–8kW)
8843,55.960224,-3.125401,,14.0,Fast site,Slow (3–8kW)
8844,52.043701,-0.7669,,14.0,Fast site,Slow (3–8kW)
8845,52.044083,-0.756294,,14.0,Fast site,Slow (3–8kW)
8846,52.673197,-2.11958,,14.0,Fast site,Slow (3–8kW)
8847,52.410312,-1.778197,,14.0,Fast site,Slow (3–8kW)
8848,51.462172,0.238036,,14.0,Fast site,Slow (3–8kW)
8849,51.660435,-3.913284,,14.0,Fast site,Slow (3–8kW)
8850,51.449562,0.01248,,14.0,Fast site,Slow (3–8kW)
8851,51.853459,-0.435332,,14.0,Fast site,Slow (3–8kW)
8852,51.6860888339112,-0.225731559027051,,14.0,Fast site,Slow (3–8kW)
8853,51.65212193,-3.29818968,,14.0,Fast site,Slow (3–8kW)
8854,50.89569,-1.069909,,14.0,Fast site,Slow (3–8kW)
8855,51.64847271,-0.38735624,,14.0,Fast site,Slow (3–8kW)
8856,55.7657,-4.18186,,14.0,Fast site,Slow (3–8kW)
8857,54.4175,-3.4309,,14.0,Fast site,Slow (3–8kW)
8858,50.993114,-0.007874,,14.0,Fast site,Slow (3–8kW)
8859,53.640852,-1.875987,,14.0,Fast site,Slow (3–8kW)
8860,51.874817,-2.053748,,14.0,Fast site,Slow (3–8kW)
8861,52.88168376,-1.14263152,,14.0,Fast site,Slow (3–8kW)
8862,51.426755,-0.987775,,14.0,Fast site,Slow (3–8kW)
8863,51.416505,-0.178825,,14.0,Fast site,Slow (3–8kW)
8864,53.239006,-2.129424,,14.0,Fast site,Slow (3–8kW)
8865,51.8075799087212,-4.74394798278809,,14.0,Fast site,Slow (3–8kW)
8866,50.838765,-0.21747,,14.0,Fast site,Slow (3–8kW)
8867,50.1073703951532,-5.34310954229738,,14.0,Fast site,Slow (3–8kW)
8868,55.9615190356834,-3.18696601188933,,14.0,Fast site,Slow (3–8kW)
8869,52.036,0.733305,,14.0,Fast site,Slow (3–8kW)
8870,53.596301,-2.288748,,14.0,Fast site,Slow (3–8kW)
8871,51.089302,-0.056507,,14.0,Fast site,Slow (3–8kW)
8872,51.457868,0.030417,,14.0,Fast site,Slow (3–8kW)
8873,55.007924,-1.494334,,14.0,Fast site,Slow (3–8kW)
8874,53.08432,-1.57325,,14.0,Fast site,Slow (3–8kW)
8875,51.939167,-0.830254,,14.0,Fast site,Slow (3–8kW)
8876,51.284378,1.049567,,14.0,Fast site,Slow (3–8kW)
8877,53.32905,-2.699817,,14.0,Fast site,Slow (3–8kW)
8878,53.500944,-2.257488,,14.0,Fast site,Slow (3–8kW)
8879,55.861971,-4.281978,,14.0,Fast site,Slow (3–8kW)
8880,53.259833,-2.493341,,14.0,Fast site,Slow (3–8kW)
8881,51.541129,-0.007502,,14.0,Fast site,Slow (3–8kW)
8882,52.877113,-1.46732,,14.0,Fast site,Slow (3–8kW)
8883,53.42972,-2.8015,,14.0,Fast site,Slow (3–8kW)
8884,51.005495,-0.106034,,14.0,Fast site,Slow (3–8kW)
8885,53.442275,-1.459021,,14.0,Fast site,Slow (3–8kW)
8886,53.9855,-1.085719,,14.0,Fast site,Slow (3–8kW)
8887,52.041916,-0.751932,,14.0,Fast site,Slow (3–8kW)
8888,50.843632,0.466999,,14.0,Fast site,Slow (3–8kW)
8889,54.23546,-0.414742,,14.0,Fast site,Slow (3–8kW)
8890,52.182472,0.179438,,14.0,Fast site,Slow (3–8kW)
8891,53.676434,-1.500375,,14.0,Fast site,Slow (3–8kW)
8892,52.61617,-1.914488,,14.0,Fast site,Slow (3–8kW)
8893,50.817743,-1.053354,,14.0,Fast site,Slow (3–8kW)
8894,52.35558,-2.84229,,14.0,Fast site,Slow (3–8kW)
8895,52.73166,-1.386543,,14.0,Fast site,Slow (3–8kW)
8896,52.332876,-2.062338,,14.0,Fast site,Slow (3–8kW)
8897,52.041916,-0.751932,,14.0,Fast site,Slow (3–8kW)
8898,56.51782,-4.7677,,14.0,Fast site,Slow (3–8kW)
8899,51.378121,-0.894748,,14.0,Fast site,Slow (3–8kW)
8900,52.666836,1.274827,,14.0,Fast site,Slow (3–8kW)
8901,51.341763,-2.956026,,14.0,Fast site,Slow (3–8kW)
8902,51.0632385533338,-1.3118577003479,,14.0,Fast site,Slow (3–8kW)
8903,51.450036,-0.296889,,14.0,Fast site,Slow (3–8kW)
8904,51.754383,-1.288181,,14.0,Fast site,Slow (3–8kW)
8905,57.148329,-2.229406,,14.0,Fast site,Slow (3–8kW)
8906,51.583089,-0.063975,,14.0,Fast site,Slow (3–8kW)
8907,51.802796,-4.963712,,14.0,Fast site,Slow (3–8kW)
8908,53.160382,-2.898747,,14.0,Fast site,Slow (3–8kW)
8909,51.889959,-0.483704,,14.0,Fast site,Slow (3–8kW)
8910,53.48052,-2.279626,,14.0,Fast site,Slow (3–8kW)
8911,51.531174,0.148639,,14.0,Fast site,Slow (3–8kW)
8912,51.1366426504339,-4.19535521111447,,14.0,Fast site,Slow (3–8kW)
8913,54.545174,-1.318581,,14.0,Fast site,Slow (3–8kW)
8914,51.600697,0.292948,,14.0,Fast site,Slow (3–8kW)
8915,54.351464,-6.66993,,14.0,Fast site,Slow (3–8kW)
8916,54.745179,-6.304157,,14.0,Fast site,Slow (3–8kW)
8917,53.40967,-2.96602,,14.0,Fast site,Slow (3–8kW)
8918,51.521792,-0.633846,,14.0,Fast site,Slow (3–8kW)
8919,52.537365,-3.063015,,14.0,Fast site,Slow (3–8kW)
8920,53.579721,-2.410209,,14.0,Fast site,Slow (3–8kW)
8921,51.064878,-4.083926,,14.0,Fast site,Slow (3–8kW)
8922,51.864267,-0.993961,,14.0,Fast site,Slow (3–8kW)
8923,53.702639,-1.27333,,14.0,Fast site,Slow (3–8kW)
8924,52.196416,-1.714807,,14.0,Fast site,Slow (3–8kW)
8925,54.95351,-1.505964,,14.0,Fast site,Slow (3–8kW)
8926,51.643032,-3.932073,,14.0,Fast site,Slow (3–8kW)
8927,55.880898,-4.439844,,14.0,Fast site,Slow (3–8kW)
8928,53.284676,-3.571898,,14.0,Fast site,Slow (3–8kW)
8929,52.247314,0.719302,,14.0,Fast site,Slow (3–8kW)
8930,52.39703,-1.484319,,14.0,Fast site,Slow (3–8kW)
8931,53.349946,-1.487223,,14.0,Fast site,Slow (3–8kW)
8932,52.811121,-0.132247,,14.0,Fast site,Slow (3–8kW)
8933,53.399585,-2.356234,,14.0,Fast site,Slow (3–8kW)
8934,51.012928,-3.106675,,14.0,Fast site,Slow (3–8kW)
8935,53.188852,-3.052412,,14.0,Fast site,Slow (3–8kW)
8936,53.431736,-0.920034,,14.0,Fast site,Slow (3–8kW)
8937,51.41552,-0.740263,,14.0,Fast site,Slow (3–8kW)
8938,53.75374,-1.814229,,14.0,Fast site,Slow (3–8kW)
8939,51.296673,-0.556391,,14.0,Fast site,Slow (3–8kW)
8940,52.260601,-1.15904,,14.0,Fast site,Slow (3–8kW)
8941,54.657235,-3.187692,,14.0,Fast site,Slow (3–8kW)
8942,52.548064,0.386225,,14.0,Fast site,Slow (3–8kW)
8943,53.978248,-1.133598,,14.0,Fast site,Slow (3–8kW)
8944,52.406322,-1.508552,,14.0,Fast site,Slow (3–8kW)
8945,53.81755,-1.605009,,14.0,Fast site,Slow (3–8kW)
8946,51.755247,-0.336576,,14.0,Fast site,Slow (3–8kW)
8947,54.71012,-5.825836,,14.0,Fast site,Slow (3–8kW)
8948,51.34529,-2.97864,,14.0,Fast site,Slow (3–8kW)
8949,51.786649,-3.804058,,14.0,Fast site,Slow (3–8kW)
8950,52.406635,-1.516457,,14.0,Fast site,Slow (3–8kW)
8951,54.245886,-0.777369,,14.0,Fast site,Slow (3–8kW)
8952,50.392592,-3.521233,,14.0,Fast site,Slow (3–8kW)
8953,54.342478,-7.635394,,14.0,Fast site,Slow (3–8kW)
8954,51.912329,0.951401,,14.0,Fast site,Slow (3–8kW)
8955,53.635055,-1.712917,,14.0,Fast site,Slow (3–8kW)
8956,51.490004,-0.088931,,14.0,Fast site,Slow (3–8kW)
8957,51.075185,-4.053657,,14.0,Fast site,Slow (3–8kW)
8958,50.373373,-3.620392,,14.0,Fast site,Slow (3–8kW)
8959,54.594796,-5.777648,,14.0,Fast site,Slow (3–8kW)
8960,54.662498,-5.664646,,14.0,Fast site,Slow (3–8kW)
8961,53.51681,-2.1517,,14.0,Fast site,Slow (3–8kW)
8962,51.783496,0.108564,,14.0,Fast site,Slow (3–8kW)
8963,52.397022,-1.484325,,14.0,Fast site,Slow (3–8kW)
8964,52.668123,1.272153,,14.0,Fast site,Slow (3–8kW)
8965,50.4381519840572,-4.87987154841005,,14.0,Fast site,Slow (3–8kW)
8966,52.903474,1.041804,,14.0,Fast site,Slow (3–8kW)
8967,52.070721,-1.337911,,14.0,Fast site,Slow (3–8kW)
8968,52.243111,-0.832417,,14.0,Fast site,Slow (3–8kW)
8969,53.024509,-2.155871,,14.0,Fast site,Slow (3–8kW)
8970,55.614155,-4.500185,,14.0,Fast site,Slow (3–8kW)
8971,52.824899,-1.386217,,14.0,Fast site,Slow (3–8kW)
8972,52.798225,-2.10849,,14.0,Fast site,Slow (3–8kW)
8973,51.29413,1.102017,,14.0,Fast site,Slow (3–8kW)
8974,51.630582,0.410638,,14.0,Fast site,Slow (3–8kW)
8975,51.713357,0.505664,,14.0,Fast site,Slow (3–8kW)
8976,51.957586,-0.25494,,14.0,Fast site,Slow (3–8kW)
8977,51.135091,-2.996694,,14.0,Fast site,Slow (3–8kW)
8978,51.545803,0.698254,,14.0,Fast site,Slow (3–8kW)
8979,51.61478,-1.643455,,14.0,Fast site,Slow (3–8kW)
8980,52.762779,-0.885709,,14.0,Fast site,Slow (3–8kW)
8981,51.419578,-0.989204,,14.0,Fast site,Slow (3–8kW)
8982,51.265897,-1.090743,,14.0,Fast site,Slow (3–8kW)
8983,52.401836,-1.559438,,14.0,Fast site,Slow (3–8kW)
8984,52.065383,-1.311677,,14.0,Fast site,Slow (3–8kW)
8985,51.548558,-2.436344,,14.0,Fast site,Slow (3–8kW)
8986,50.745144,-1.587443,,14.0,Fast site,Slow (3–8kW)
8987,52.636846,-2.138934,,14.0,Fast site,Slow (3–8kW)
8988,51.780274,0.093605,,14.0,Fast site,Slow (3–8kW)
8989,50.492628,-3.539381,,14.0,Fast site,Slow (3–8kW)
8990,51.445398,-0.974033,,14.0,Fast site,Slow (3–8kW)
8991,53.177802,-0.619567,,14.0,Fast site,Slow (3–8kW)
8992,50.774325,0.098105,,14.0,Fast site,Slow (3–8kW)
8993,53.314141,-2.664425,,14.0,Fast site,Slow (3–8kW)
8994,51.413069,-0.779322,,14.0,Fast site,Slow (3–8kW)
8995,52.515247,-1.799468,,14.0,Fast site,Slow (3–8kW)
8996,52.981389,-3.411742,,14.0,Fast site,Slow (3–8kW)
8997,51.787956,0.126031,,14.0,Fast site,Slow (3–8kW)
8998,51.483798,-1.087773,,14.0,Fast site,Slow (3–8kW)
8999,52.105751,-0.500439,,14.0,Fast site,Slow (3–8kW)
9000,50.799204,-1.109874,,14.0,Fast site,Slow (3–8kW)
9001,51.386743,-0.653616,,14.0,Fast site,Slow (3–8kW)
9002,52.528774,-2.012967,,14.0,Fast site,Slow (3–8kW)
9003,52.460812,-1.197855,,14.0,Fast site,Slow (3–8kW)
9004,51.154818,0.284943,,14.0,Fast site,Slow (3–8kW)
9005,51.499153,0.010021,,14.0,Fast site,Slow (3–8kW)
9006,53.718645,-0.42925,,14.0,Fast site,Slow (3–8kW)
9007,53.407047,-2.597842,,14.0,Fast site,Slow (3–8kW)
9008,53.677616,-1.494001,,14.0,Fast site,Slow (3–8kW)
9009,52.245895,0.706531,,14.0,Fast site,Slow (3–8kW)
9010,53.916342,-1.277242,,14.0,Fast site,Slow (3–8kW)
9011,51.7913884,-0.0810976999999866,,14.0,Fast site,Slow (3–8kW)
9012,51.898162,-0.212497,,14.0,Fast site,Slow (3–8kW)
9013,51.566745,-1.239634,,14.0,Fast site,Slow (3–8kW)
9014,51.4948439,-0.12867,,14.0,Fast site,Slow (3–8kW)
9015,52.609169,-1.084236,,14.0,Fast site,Slow (3–8kW)
9016,51.433797,-2.611556,,14.0,Fast site,Slow (3–8kW)
9017,55.191617,-6.242496,,14.0,Fast site,Slow (3–8kW)
9018,52.931908,1.037459,,14.0,Fast site,Slow (3–8kW)
9019,54.730532,-6.233081,,14.0,Fast site,Slow (3–8kW)
9020,54.855313,-6.31209,,14.0,Fast site,Slow (3–8kW)
9021,51.107856,-0.066426,,14.0,Fast site,Slow (3–8kW)
9022,55.8848884395316,-3.51416725552212,,14.0,Fast site,Slow (3–8kW)
9023,52.352493,-1.159274,,14.0,Fast site,Slow (3–8kW)
9024,52.245518,0.406824,,14.0,Fast site,Slow (3–8kW)
9025,52.588577,-0.721788,,14.0,Fast site,Slow (3–8kW)
9026,51.7527660850106,-0.240424651103914,,14.0,Fast site,Slow (3–8kW)
9027,53.501257,-1.43975390000003,,14.0,Fast site,Slow (3–8kW)
9028,50.694552,-1.930783,,14.0,Fast site,Slow (3–8kW)
