StationID,Latitude,Longitude,Title,TotalCapacity_kW,StationType,Bands
12122,53.261057,-2.891466,,6.0,Fast site,Slow (3–8kW)
12123,53.135572,-1.197134,,6.0,Fast site,Slow (3–8kW)
12124,53.024924,-2.154908,,6.0,Fast site,Slow (3–8kW)
12125,52.45184,-1.831825,,6.0,Fast site,Slow (3–8kW)
12126,52.398701,0.270959,,6.0,Fast site,Slow (3–8kW)
12127,52.282967,-1.535168,,6.0,Fast site,Slow (3–8kW)
12128,52.076199,-1.02488,,6.0,Fast site,Slow (3–8kW)
12129,52.04493,-0.754298,,6.0,Fast site,Slow (3–8kW)
12130,52.043737,-0.757032,,6.0,Fast site,Slow (3–8kW)
12131,52.03825,-0.771841,,6.0,Fast site,Slow (3–8kW)
12132,51.804528,-0.203676,,6.0,Fast site,Slow (3–8kW)
12133,51.681895,-0.000719,,6.0,Fast site,Slow (3–8kW)
12134,51.625607,-0.505838,,6.0,Fast site,Slow (3–8kW)
12135,51.621179,-1.299475,,6.0,Fast site,Slow (3–8kW)
12136,51.516102,-0.157942,,6.0,Fast site,Slow (3–8kW)
12137,51.512699,-0.130012,,6.0,Fast site,Slow (3–8kW)
12138,51.511902,-0.119569,,6.0,Fast site,Slow (3–8kW)
12139,51.496764,0.092801,,6.0,Fast site,Slow (3–8kW)
12140,51.495701,-0.248511,,6.0,Fast site,Slow (3–8kW)
12141,51.495201,-0.015738,,6.0,Fast site,Slow (3–8kW)
12142,51.487,-0.115,,6.0,Fast site,Slow (3–8kW)
12143,51.475068,0.059309,,6.0,Fast site,Slow (3–8kW)
12144,51.462399,-0.302488,,6.0,Fast site,Slow (3–8kW)
12145,51.435805,-0.511443,,6.0,Fast site,Slow (3–8kW)
12146,51.411152,-0.289593,,6.0,Fast site,Slow (3–8kW)
12147,51.246041,-0.586932,,6.0,Fast site,Slow (3–8kW)
12148,51.050969,-2.419992,,6.0,Fast site,Slow (3–8kW)
12149,50.922939,-1.473515,,6.0,Fast site,Slow (3–8kW)
12150,52.3290338,-0.1830933,,6.0,Fast site,Slow (3–8kW)
12151,51.88699153660048,-2.9710949654289323,,6.0,Fast site,Slow (3–8kW)
12152,52.44753230414878,-3.533363811580216,,6.0,Fast site,Slow (3–8kW)
12153,52.2285059764021,-0.271773050852062,,6.0,Fast site,Slow (3–8kW)
12154,51.1306019,-0.169302,,6.0,Fast site,Slow (3–8kW)
12155,53.134298,-1.198228,,6.0,Fast site,Slow (3–8kW)
12156,54.342907,-1.438608,,6.0,Fast site,Slow (3–8kW)
12157,54.638622,-1.694255,,6.0,Fast site,Slow (3–8kW)
12158,54.1919121753169,-2.09026124700472,,6.0,Fast site,Slow (3–8kW)
12159,54.0647461741216,-1.99793122236338,,6.0,Fast site,Slow (3–8kW)
12160,54.1466993146216,-2.04974802329639,,6.0,Fast site,Slow (3–8kW)
12161,51.442034,-1.091759,,6.0,Fast site,Slow (3–8kW)
12162,51.5561747982529,-0.1955902092539645,,6.0,Fast site,Slow (3–8kW)
12163,51.55382185954994,-0.1944088280987443,,6.0,Fast site,Slow (3–8kW)
12164,51.552460121687545,-0.1979764067176574,,6.0,Fast site,Slow (3–8kW)
12165,51.5537275743757,-0.1977963467634254,,6.0,Fast site,Slow (3–8kW)
12166,52.416009,-1.456534,,6.0,Fast site,Slow (3–8kW)
12167,52.588985,-0.285708,,6.0,Fast site,Slow (3–8kW)
12168,51.84269,-0.937232,,6.0,Fast site,Slow (3–8kW)
12169,51.539,0.079,,6.0,Fast site,Slow (3–8kW)
12170,51.475,-0.366,,6.0,Fast site,Slow (3–8kW)
12171,51.460156,-2.608084,,6.0,Fast site,Slow (3–8kW)
12172,51.441731,-2.557797,,6.0,Fast site,Slow (3–8kW)
12173,51.298015,-2.372144,,6.0,Fast site,Slow (3–8kW)
12174,51.42751838019152,-0.3257430394809262,,6.0,Fast site,Slow (3–8kW)
12175,50.871065,0.011575,,6.0,Fast site,Slow (3–8kW)
12176,51.068329,0.854179,,6.0,Fast site,Slow (3–8kW)
12177,52.202722,-1.663184,,6.0,Fast site,Slow (3–8kW)
12178,52.056358,-0.85411,,6.0,Fast site,Slow (3–8kW)
12179,53.125839,-1.418979,,6.0,Fast site,Slow (3–8kW)
12180,52.98619,-1.826397,,6.0,Fast site,Slow (3–8kW)
12181,57.454418,-6.314832,,6.0,Fast site,Slow (3–8kW)
12182,50.729368,-3.527845,,6.0,Fast site,Slow (3–8kW)
12183,55.21768,-1.772388,,6.0,Fast site,Slow (3–8kW)
12184,52.175146,-1.788919,,6.0,Fast site,Slow (3–8kW)
12185,50.833172,0.427386,,6.0,Fast site,Slow (3–8kW)
12186,51.191723,0.884945,,6.0,Fast site,Slow (3–8kW)
12187,51.164319,-1.89469,,6.0,Fast site,Slow (3–8kW)
12188,50.733902,-3.162412,,6.0,Fast site,Slow (3–8kW)
12189,56.380648,-3.846406,,6.0,Fast site,Slow (3–8kW)
12190,52.17529,-0.173312,,6.0,Fast site,Slow (3–8kW)
12191,53.608493,-1.675404,,6.0,Fast site,Slow (3–8kW)
12192,51.600069,-2.927657,,6.0,Fast site,Slow (3–8kW)
12193,51.58409,-2.995132,,6.0,Fast site,Slow (3–8kW)
12194,52.737381,0.413173,,6.0,Fast site,Slow (3–8kW)
12195,51.589288,-3.005291,,6.0,Fast site,Slow (3–8kW)
12196,50.820559,-0.330837,,6.0,Fast site,Slow (3–8kW)
12197,52.737381,0.413173,,6.0,Fast site,Slow (3–8kW)
12198,53.228939,-0.552044,,6.0,Fast site,Slow (3–8kW)
12199,53.228229,-0.550453,,6.0,Fast site,Slow (3–8kW)
12200,53.228914,-0.55626,,6.0,Fast site,Slow (3–8kW)
12201,51.467068,-0.187719,,6.0,Fast site,Slow (3–8kW)
12202,51.483882,-0.314539,,6.0,Fast site,Slow (3–8kW)
12203,51.581246,-0.326837,,6.0,Fast site,Slow (3–8kW)
12204,51.419074,-0.1357,,6.0,Fast site,Slow (3–8kW)
12205,51.359977,-0.188679,,6.0,Fast site,Slow (3–8kW)
12206,52.77184,-2.109408,,6.0,Fast site,Slow (3–8kW)
12207,50.852164,-1.16566,,6.0,Fast site,Slow (3–8kW)
12208,50.899077,-1.407,,6.0,Fast site,Slow (3–8kW)
12209,52.065448,-0.813867,,6.0,Fast site,Slow (3–8kW)
12210,52.379361,-1.464153,,6.0,Fast site,Slow (3–8kW)
12211,57.894827,-4.05345,,6.0,Fast site,Slow (3–8kW)
12212,57.08549,-2.505439,,6.0,Fast site,Slow (3–8kW)
12213,51.444492,-0.025813,,6.0,Fast site,Slow (3–8kW)
12214,52.279721,-0.873082,,6.0,Fast site,Slow (3–8kW)
12215,51.432429,-0.510981,,6.0,Fast site,Slow (3–8kW)
12216,51.4787,-2.131845,,6.0,Fast site,Slow (3–8kW)
12217,52.193259,-1.709441,,6.0,Fast site,Slow (3–8kW)
12218,51.063979,-1.780989,,6.0,Fast site,Slow (3–8kW)
12219,51.356361,-2.373222,,6.0,Fast site,Slow (3–8kW)
12220,54.916991,-1.48858,,6.0,Fast site,Slow (3–8kW)
12221,53.912532,-2.778702,,6.0,Fast site,Slow (3–8kW)
12222,55.06861289,-3.60827923,,6.0,Fast site,Slow (3–8kW)
12223,52.211498,0.174043,,6.0,Fast site,Slow (3–8kW)
12224,51.918717,-2.10536,,6.0,Fast site,Slow (3–8kW)
12225,50.3857,-4.02232,,6.0,Fast site,Slow (3–8kW)
12226,52.073822079243,-1.02323014019771,,6.0,Fast site,Slow (3–8kW)
12227,52.5712086,-0.241565199999968,,6.0,Fast site,Slow (3–8kW)
12228,53.7739438,-0.449681000000055,,6.0,Fast site,Slow (3–8kW)
12229,51.4251432,-0.0343189000000166,,6.0,Fast site,Slow (3–8kW)
12230,51.4914932,0.0238744000000679,,6.0,Fast site,Slow (3–8kW)
12231,51.574396,0.400432,,6.0,Fast site,Slow (3–8kW)
12232,51.8981557,-1.15296809999995,,6.0,Fast site,Slow (3–8kW)
12233,52.5013217927203,-2.13623840146635,,6.0,Fast site,Slow (3–8kW)
12234,51.5085771,-0.735212799999999,,6.0,Fast site,Slow (3–8kW)
12235,51.813986,-0.814822,,6.0,Fast site,Slow (3–8kW)
12236,54.907615,-1.476642,,6.0,Fast site,Slow (3–8kW)
12237,51.4570671,-0.175069399999984,,6.0,Fast site,Slow (3–8kW)
12238,51.49491,0.073627,,6.0,Fast site,Slow (3–8kW)
12239,51.59312,-0.105664,,6.0,Fast site,Slow (3–8kW)
12240,51.591793,-0.069467,,6.0,Fast site,Slow (3–8kW)
12241,51.589808,-0.097154,,6.0,Fast site,Slow (3–8kW)
12242,51.486559,-0.220502,,6.0,Fast site,Slow (3–8kW)
12243,51.407028,-0.293556,,6.0,Fast site,Slow (3–8kW)
12244,51.506001,-0.146775,,6.0,Fast site,Slow (3–8kW)
12245,51.376499,-0.099971,,6.0,Fast site,Slow (3–8kW)
12246,51.499802,-0.160826,,6.0,Fast site,Slow (3–8kW)
12247,51.526001,-0.162612,,6.0,Fast site,Slow (3–8kW)
12248,51.3773357919013,-0.0952934074095912,,6.0,Fast site,Slow (3–8kW)
12249,51.5438,-0.476597,,6.0,Fast site,Slow (3–8kW)
12250,51.4943166109661,0.0745010375976563,,6.0,Fast site,Slow (3–8kW)
12251,54.542731,-1.216081,,6.0,Fast site,Slow (3–8kW)
12252,53.741788,-2.670642,,6.0,Fast site,Slow (3–8kW)
12253,51.809,-0.197,,6.0,Fast site,Slow (3–8kW)
12254,51.62836,-0.747091,,6.0,Fast site,Slow (3–8kW)
12255,51.492,-0.275,,6.0,Fast site,Slow (3–8kW)
12256,51.475015,0.058258,,6.0,Fast site,Slow (3–8kW)
12257,51.5343204088342,-0.109595060348511,,6.0,Fast site,Slow (3–8kW)
12258,51.449547,-2.58663,,6.0,Fast site,Slow (3–8kW)
12259,51.7957441610428,-0.0749572713722357,,6.0,Fast site,Slow (3–8kW)
12260,50.8242237949577,-1.09062910079956,,6.0,Fast site,Slow (3–8kW)
12261,52.456209,-0.113178,,6.0,Fast site,Slow (3–8kW)
12262,54.3024021,-2.94939210000007,,6.0,Fast site,Slow (3–8kW)
12263,52.698815668043,-2.51894507811811,,6.0,Fast site,Slow (3–8kW)
12264,53.503164,-2.512243,,6.0,Fast site,Slow (3–8kW)
12265,51.829183,-1.30756,,6.0,Fast site,Slow (3–8kW)
12266,54.9777,-1.5992,,6.0,Fast site,Slow (3–8kW)
12267,54.859271,-1.576879,,6.0,Fast site,Slow (3–8kW)
12268,51.464275,-2.587624,,6.0,Fast site,Slow (3–8kW)
12269,55.9049601306978,-4.42304383225826,,6.0,Fast site,Slow (3–8kW)
12270,50.715627,-2.440365,,6.0,Fast site,Slow (3–8kW)
12271,55.8312597,-3.970388299999968,,6.0,Fast site,Slow (3–8kW)
12272,51.4686132,-0.3613471,,6.0,Fast site,Slow (3–8kW)
12273,50.782975,-0.670221,,6.0,Fast site,Slow (3–8kW)
12274,51.6072314,-2.4379801,,6.0,Fast site,Slow (3–8kW)
12275,50.8745286,-1.5763993000000482,,6.0,Fast site,Slow (3–8kW)
12276,50.9168047,-1.57735560000003,,6.0,Fast site,Slow (3–8kW)
12277,50.8214581,-1.70308799999998,,6.0,Fast site,Slow (3–8kW)
12278,50.8247349,-1.683911999999964,,6.0,Fast site,Slow (3–8kW)
12279,50.8640424,-1.5853809000000183,,6.0,Fast site,Slow (3–8kW)
12280,50.8847456,-1.45005649999996,,6.0,Fast site,Slow (3–8kW)
12281,50.8895859,-1.52985960000001,,6.0,Fast site,Slow (3–8kW)
12282,50.7596816,-1.771786900000052,,6.0,Fast site,Slow (3–8kW)
12283,50.8174477,-1.4521135,,6.0,Fast site,Slow (3–8kW)
12284,50.8184305074136,-1.5764640141598,,6.0,Fast site,Slow (3–8kW)
12285,50.74566059023427,-1.680463067320261,,6.0,Fast site,Slow (3–8kW)
12286,50.8308158,-1.5719576999999845,,6.0,Fast site,Slow (3–8kW)
12287,50.8180407,-1.57214269999997,,6.0,Fast site,Slow (3–8kW)
12288,51.4906477,0.0170173999999861,,6.0,Fast site,Slow (3–8kW)
12289,51.506864,-3.101256,,6.0,Fast site,Slow (3–8kW)
12290,52.061066,-0.478275,,6.0,Fast site,Slow (3–8kW)
12291,56.171968,-4.153137,,6.0,Fast site,Slow (3–8kW)
12292,51.609,-0.557039,,6.0,Fast site,Slow (3–8kW)
12293,51.70449,-0.707449,,6.0,Fast site,Slow (3–8kW)
12294,51.536317,-2.454886,,6.0,Fast site,Slow (3–8kW)
12295,51.59001,-0.142303,,6.0,Fast site,Slow (3–8kW)
12296,51.482995,-0.453667,,6.0,Fast site,Slow (3–8kW)
12297,51.496067,0.093083,,6.0,Fast site,Slow (3–8kW)
12298,52.293086,-1.537687,,6.0,Fast site,Slow (3–8kW)
12299,50.292647,-4.958541,,6.0,Fast site,Slow (3–8kW)
12300,53.9572,-1.0705,,6.0,Fast site,Slow (3–8kW)
12301,53.216273,-2.744187,,6.0,Fast site,Slow (3–8kW)
12302,52.24589409667495,0.7064241170883179,,6.0,Fast site,Slow (3–8kW)
12303,53.8053309,-1.524461,,6.0,Fast site,Slow (3–8kW)
12304,53.5465742282249,-2.52540707588196,,6.0,Fast site,Slow (3–8kW)
12305,51.5181387,-0.1255737,,6.0,Fast site,Slow (3–8kW)
12306,51.5353,-0.0836252,,6.0,Fast site,Slow (3–8kW)
12307,51.4948872,-0.0149597,,6.0,Fast site,Slow (3–8kW)
12308,51.49349,0.0725544,,6.0,Fast site,Slow (3–8kW)
12309,51.4626839881427,-0.300836563110352,,6.0,Fast site,Slow (3–8kW)
12310,51.4110965,-0.2907586,,6.0,Fast site,Slow (3–8kW)
12311,51.5890385,-0.3339929,,6.0,Fast site,Slow (3–8kW)
12312,51.156806,-0.159442,,6.0,Fast site,Slow (3–8kW)
12313,51.2466871,-0.5869315,,6.0,Fast site,Slow (3–8kW)
12314,51.01610499957861,-3.056533016918938,,6.0,Fast site,Slow (3–8kW)
12315,51.0218382,-3.130624,,6.0,Fast site,Slow (3–8kW)
12316,53.860089,-2.166013,,6.0,Fast site,Slow (3–8kW)
12317,51.32153,-0.55646,,6.0,Fast site,Slow (3–8kW)
12318,51.4752293,-0.3689578,,6.0,Fast site,Slow (3–8kW)
12319,51.40389,0.01656,,6.0,Fast site,Slow (3–8kW)
12320,51.8052248883833,-0.20550549030304,,6.0,Fast site,Slow (3–8kW)
12321,50.7232205,-1.8767971,,6.0,Fast site,Slow (3–8kW)
12322,51.4084285293753,-1.30716919898987,,6.0,Fast site,Slow (3–8kW)
12323,54.9646343,-1.6030089,,6.0,Fast site,Slow (3–8kW)
12324,54.6154839,-1.281682,,6.0,Fast site,Slow (3–8kW)
12325,54.5620848,-1.2988276,,6.0,Fast site,Slow (3–8kW)
12326,51.510944,-0.146848,,6.0,Fast site,Slow (3–8kW)
12327,52.59836670200482,-0.27118576721193,,6.0,Fast site,Slow (3–8kW)
12328,51.4320166,-0.1993373,,5.8,Fast site,Slow (3–8kW)
12329,51.4262522,-0.2181592,,5.8,Fast site,Slow (3–8kW)
12330,51.463094659326416,-0.0777087341344451,,5.5,Fast site,Slow (3–8kW)
12331,51.42724858126916,-0.110778166404255,,5.5,Fast site,Slow (3–8kW)
12332,51.44890387846658,-0.1172414168580315,,5.5,Fast site,Slow (3–8kW)
12333,51.4617375,-0.1565079,,5.5,Fast site,Slow (3–8kW)
12334,51.46196253525797,-0.1565405069611514,,5.5,Fast site,Slow (3–8kW)
12335,51.4623259,-0.1565244,,5.5,Fast site,Slow (3–8kW)
12336,51.4618979,-0.155547,,5.5,Fast site,Slow (3–8kW)
12337,51.4621721,-0.1556074,,5.5,Fast site,Slow (3–8kW)
12338,51.46233960853218,-0.1557269105556846,,5.5,Fast site,Slow (3–8kW)
12339,51.46446612922085,-0.1526278181271423,,5.5,Fast site,Slow (3–8kW)
12340,51.46449123323229,-0.1548911871221081,,5.5,Fast site,Slow (3–8kW)
12341,51.464528382843824,-0.1542348720790953,,5.5,Fast site,Slow (3–8kW)
12342,51.4646135700082,-0.1536373264394863,,5.5,Fast site,Slow (3–8kW)
12343,51.464714467884754,-0.1529131477399592,,5.5,Fast site,Slow (3–8kW)
12344,51.4647317,-0.1527187,,5.5,Fast site,Slow (3–8kW)
12345,51.46439326658793,-0.1562117622794545,,5.5,Fast site,Slow (3–8kW)
12346,51.4646261,-0.1562168,,5.5,Fast site,Slow (3–8kW)
12347,51.465516091226,-0.1540809413758914,,5.5,Fast site,Slow (3–8kW)
12348,51.4652697,-0.1538467,,5.5,Fast site,Slow (3–8kW)
12349,51.46490542114677,-0.1518954393586913,,5.5,Fast site,Slow (3–8kW)
12350,51.46509415190993,-0.1518651917725755,,5.5,Fast site,Slow (3–8kW)
12351,51.4654836,-0.1516946,,5.5,Fast site,Slow (3–8kW)
12352,51.4654073665307,-0.1422661630145993,,5.5,Fast site,Slow (3–8kW)
12353,51.4827,-0.117134,,5.5,Fast site,Slow (3–8kW)
12354,51.477725989545846,-0.1139109834048923,,5.5,Fast site,Slow (3–8kW)
12355,51.47176547718201,-0.1479275533870616,,5.5,Fast site,Slow (3–8kW)
12356,51.46954120189374,-0.1488441624325864,,5.5,Fast site,Slow (3–8kW)
12357,51.46345068900234,-0.1461722297762979,,5.5,Fast site,Slow (3–8kW)
12358,51.45227743758512,-0.1154793900751505,,5.5,Fast site,Slow (3–8kW)
12359,51.48491189713853,-0.1212246326747545,,5.5,Fast site,Slow (3–8kW)
12360,51.47848446945556,-0.1228670231195194,,5.5,Fast site,Slow (3–8kW)
12361,51.47723456710313,-0.1246625127849054,,5.5,Fast site,Slow (3–8kW)
12362,51.47204046044254,-0.1167695843672733,,5.5,Fast site,Slow (3–8kW)
12363,51.47166892968939,-0.1347769616480776,,5.5,Fast site,Slow (3–8kW)
12364,51.47134981333009,-0.1191718034623767,,5.5,Fast site,Slow (3–8kW)
12365,51.47092331191696,-0.1275993324725632,,5.5,Fast site,Slow (3–8kW)
12366,51.47089144449127,-0.1188087806558813,,5.5,Fast site,Slow (3–8kW)
12367,51.470724715250384,-0.1337696560726726,,5.5,Fast site,Slow (3–8kW)
12368,51.46991046737478,-0.116190905569613,,5.5,Fast site,Slow (3–8kW)
12369,51.468587136582826,-0.1492469024223441,,5.5,Fast site,Slow (3–8kW)
12370,51.468101,-0.13824,,5.5,Fast site,Slow (3–8kW)
12371,51.46573042783243,-0.1515682445149524,,5.5,Fast site,Slow (3–8kW)
12372,51.46556782208993,-0.1387382356941802,,5.5,Fast site,Slow (3–8kW)
12373,51.46500446710422,-0.1373278352761242,,5.5,Fast site,Slow (3–8kW)
12374,51.4644684,-0.1512877,,5.5,Fast site,Slow (3–8kW)
12375,51.46438646511968,-0.1552494317136199,,5.5,Fast site,Slow (3–8kW)
12376,51.46418580581596,-0.1566362569098811,,5.5,Fast site,Slow (3–8kW)
12377,51.46400747758326,-0.1560328664435095,,5.5,Fast site,Slow (3–8kW)
12378,51.46395467583374,-0.1565288825148658,,5.5,Fast site,Slow (3–8kW)
12379,51.46342714891349,-0.1560965420062521,,5.5,Fast site,Slow (3–8kW)
12380,51.46321234856293,-0.1559338255120534,,5.5,Fast site,Slow (3–8kW)
12381,51.46293591591103,-0.1005037511623596,,5.5,Fast site,Slow (3–8kW)
12382,51.462109,-0.156532,,5.5,Fast site,Slow (3–8kW)
12383,51.461612,-0.151727,,5.5,Fast site,Slow (3–8kW)
12384,51.45947945540009,-0.099456615747242,,5.5,Fast site,Slow (3–8kW)
12385,51.4549167,-0.1125927,,5.5,Fast site,Slow (3–8kW)
12386,51.4538016490534,-0.1161671822090171,,5.5,Fast site,Slow (3–8kW)
12387,51.45202906772003,-0.1183670397008862,,5.5,Fast site,Slow (3–8kW)
12388,51.45047270920124,-0.1180574717756322,,5.5,Fast site,Slow (3–8kW)
12389,51.43925365798931,-0.1049577014340985,,5.5,Fast site,Slow (3–8kW)
12390,51.438396594810335,-0.1163476182291423,,5.5,Fast site,Slow (3–8kW)
12391,51.43744952786356,-0.1183970349647189,,5.5,Fast site,Slow (3–8kW)
12392,51.43668055847269,-0.105796932420823,,5.5,Fast site,Slow (3–8kW)
12393,51.43621307049412,-0.1221225768574441,,5.5,Fast site,Slow (3–8kW)
12394,51.4360921394734,-0.1224670975819131,,5.5,Fast site,Slow (3–8kW)
12395,51.43389,-0.113423,,5.5,Fast site,Slow (3–8kW)
12396,51.432496,-0.1127619,,5.5,Fast site,Slow (3–8kW)
12397,51.42610835642358,-0.1088801713106635,,5.5,Fast site,Slow (3–8kW)
12398,51.46893904692303,-0.1013235663515169,,5.5,Fast site,Slow (3–8kW)
12399,51.44218680985095,-0.1381583643197226,,5.5,Fast site,Slow (3–8kW)
12400,51.46116192714995,-0.1000770624738778,,5.5,Fast site,Slow (3–8kW)
12401,51.4625316639778,-0.0925347606995436,,5.5,Fast site,Slow (3–8kW)
12402,51.4698598,-0.0782114,,5.5,Fast site,Slow (3–8kW)
12403,51.5831562,0.0264828,,5.5,Fast site,Slow (3–8kW)
12404,51.5632917,0.0405685,,5.5,Fast site,Slow (3–8kW)
12405,51.47441,-0.0965922,,5.5,Fast site,Slow (3–8kW)
12406,51.46150235106494,-0.1030857463211987,,5.5,Fast site,Slow (3–8kW)
12407,51.46752498653413,-0.1010295327581429,,5.5,Fast site,Slow (3–8kW)
12408,51.480154,-0.112672,,5.5,Fast site,Slow (3–8kW)
12409,51.47939250722483,-0.1172880898724648,,5.5,Fast site,Slow (3–8kW)
12410,51.4775249,-0.1307464,,5.5,Fast site,Slow (3–8kW)
12411,51.47521543424819,-0.1297466995476592,,5.5,Fast site,Slow (3–8kW)
12412,51.4752204081742,-0.1253418823643781,,5.5,Fast site,Slow (3–8kW)
12413,51.47434868289741,-0.1142039573662834,,5.5,Fast site,Slow (3–8kW)
12414,51.47194339486152,-0.1021092572051318,,5.5,Fast site,Slow (3–8kW)
12415,51.47144342580527,-0.1283810407986729,,5.5,Fast site,Slow (3–8kW)
12416,51.468572887150245,-0.1453349737236497,,5.5,Fast site,Slow (3–8kW)
12417,51.46763387968497,-0.1423119742875145,,5.5,Fast site,Slow (3–8kW)
12418,51.46492929653596,-0.1483413389674415,,5.5,Fast site,Slow (3–8kW)
12419,51.45992544894565,-0.100661179671448,,5.5,Fast site,Slow (3–8kW)
12420,51.45974666689107,-0.1008577539556787,,5.5,Fast site,Slow (3–8kW)
12421,51.45755962649932,-0.101677474545565,,5.5,Fast site,Slow (3–8kW)
12422,51.45663934523219,-0.1029724788320707,,5.5,Fast site,Slow (3–8kW)
12423,51.45230748584481,-0.119673205522528,,5.5,Fast site,Slow (3–8kW)
12424,51.45096025110824,-0.1200286199847289,,5.5,Fast site,Slow (3–8kW)
12425,51.44898384473615,-0.1198769906231822,,5.5,Fast site,Slow (3–8kW)
12426,51.44712606417463,-0.115600254613688,,5.5,Fast site,Slow (3–8kW)
12427,51.4466876,-0.1052634,,5.5,Fast site,Slow (3–8kW)
12428,51.446399026687445,-0.1183771072438655,,5.5,Fast site,Slow (3–8kW)
12429,51.44562366465031,-0.0956309936959765,,5.5,Fast site,Slow (3–8kW)
12430,51.444438,-0.114887,,5.5,Fast site,Slow (3–8kW)
12431,51.44354987030491,-0.1056198465462388,,5.5,Fast site,Slow (3–8kW)
12432,51.4432837,-0.1122332,,5.5,Fast site,Slow (3–8kW)
12433,51.4419544587602,-0.1067285478504231,,5.5,Fast site,Slow (3–8kW)
12434,51.440552,-0.128165,,5.5,Fast site,Slow (3–8kW)
12435,51.43956320697308,-0.1083617865811015,,5.5,Fast site,Slow (3–8kW)
12436,51.43873412566096,-0.1200140129173132,,5.5,Fast site,Slow (3–8kW)
12437,51.43771703300079,-0.1121246266160214,,5.5,Fast site,Slow (3–8kW)
12438,51.43531040743698,-0.1121628810712649,,5.5,Fast site,Slow (3–8kW)
12439,51.43408152565937,-0.1188118895830969,,5.5,Fast site,Slow (3–8kW)
12440,51.4322633,-0.1093455,,5.5,Fast site,Slow (3–8kW)
12441,51.43061462065659,-0.1132541600270653,,5.5,Fast site,Slow (3–8kW)
12442,51.42692005880791,-0.1024620595460334,,5.5,Fast site,Slow (3–8kW)
12443,51.4248334,-0.0983867,,5.5,Fast site,Slow (3–8kW)
12444,51.42190686482616,-0.2975781512146795,,5.5,Fast site,Slow (3–8kW)
12445,51.465305639640455,-0.1516951649970166,,5.5,Fast site,Slow (3–8kW)
12446,51.46406914588674,-0.152486359565358,,5.5,Fast site,Slow (3–8kW)
12447,51.46471580034694,-0.1532889242310431,,5.5,Fast site,Slow (3–8kW)
12448,51.46509849464778,-0.1538785564413802,,5.5,Fast site,Slow (3–8kW)
12449,51.4646032,-0.1540645,,5.5,Fast site,Slow (3–8kW)
12450,51.4625812,-0.1557669,,5.5,Fast site,Slow (3–8kW)
12451,51.46274658093164,-0.1566231092126502,,5.5,Fast site,Slow (3–8kW)
12452,51.48263090305883,-0.1176924959812253,,5.5,Fast site,Slow (3–8kW)
12453,51.481133,-0.11596,,5.5,Fast site,Slow (3–8kW)
12454,51.48057,-0.120368,,5.5,Fast site,Slow (3–8kW)
12455,51.477736,-0.114354,,5.5,Fast site,Slow (3–8kW)
12456,51.47493587871087,-0.1165679823370036,,5.5,Fast site,Slow (3–8kW)
12457,51.4753502180894,-0.1166018067820684,,5.5,Fast site,Slow (3–8kW)
12458,51.473825,-0.127382,,5.5,Fast site,Slow (3–8kW)
12459,51.47151000371086,-0.1180343117874449,,5.5,Fast site,Slow (3–8kW)
12460,51.471114,-0.108397,,5.5,Fast site,Slow (3–8kW)
12461,51.470068,-0.150512,,5.5,Fast site,Slow (3–8kW)
12462,51.46986179351679,-0.1370644094192363,,5.5,Fast site,Slow (3–8kW)
12463,51.46962091471285,-0.1369510227354142,,5.5,Fast site,Slow (3–8kW)
12464,51.469208,-0.150785,,5.5,Fast site,Slow (3–8kW)
12465,51.46917006811451,-0.1013389431020472,,5.5,Fast site,Slow (3–8kW)
12466,51.46895435245313,-0.1514366130295807,,5.5,Fast site,Slow (3–8kW)
12467,51.46874376039556,-0.1512409883073795,,5.5,Fast site,Slow (3–8kW)
12468,51.468523,-0.101413,,5.5,Fast site,Slow (3–8kW)
12469,51.46800539562058,-0.1389080354424221,,5.5,Fast site,Slow (3–8kW)
12470,51.46783334584503,-0.0845383885805484,,5.5,Fast site,Slow (3–8kW)
12471,51.467819,-0.09703,,5.5,Fast site,Slow (3–8kW)
12472,51.46737224902094,-0.0841870346788553,,5.5,Fast site,Slow (3–8kW)
12473,51.467169263618494,-0.1370165719666771,,5.5,Fast site,Slow (3–8kW)
12474,51.466769,-0.13164,,5.5,Fast site,Slow (3–8kW)
12475,51.466092,-0.136451,,5.5,Fast site,Slow (3–8kW)
12476,51.46587664361336,-0.1455770975933634,,5.5,Fast site,Slow (3–8kW)
12477,51.465308,-0.142616,,5.5,Fast site,Slow (3–8kW)
12478,51.464761,-0.096729,,5.5,Fast site,Slow (3–8kW)
12479,51.464378,-0.097084,,5.5,Fast site,Slow (3–8kW)
12480,51.462913,-0.093909,,5.5,Fast site,Slow (3–8kW)
12481,51.452436038460455,-0.1164409468436672,,5.5,Fast site,Slow (3–8kW)
12482,51.451697,-0.116822,,5.5,Fast site,Slow (3–8kW)
12483,51.441943,-0.12161,,5.5,Fast site,Slow (3–8kW)
12484,51.44119599935621,-0.1014258865280459,,5.5,Fast site,Slow (3–8kW)
12485,51.43873788732802,-0.1230901692002128,,5.5,Fast site,Slow (3–8kW)
12486,51.43692144044191,-0.1207575438062513,,5.5,Fast site,Slow (3–8kW)
12487,51.42720281503605,-0.1099961383665681,,5.5,Fast site,Slow (3–8kW)
12488,51.42764475070111,-0.0932154868195977,,5.5,Fast site,Slow (3–8kW)
