RowID,StationID,Latitude,Longitude,Capacity_kW,Quantity,Level_OCM,DfT_Level
1,478722,51.96153308347769,-0.5122545197322097,250.0,24,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
2,478135,51.49298766286509,-0.17290823799623922,22.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
3,477302,34.458374996988454,51.08937335357666,60.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
4,477302,34.458374996988454,51.08937335357666,60.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
5,474932,54.67121353226352,-5.981142556497048,22.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
6,474931,54.444585406353156,-6.393026163231298,22.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
7,474298,53.47114597924079,-2.6648423970650583,75.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
8,474298,53.47114597924079,-2.6648423970650583,75.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
9,474298,53.47114597924079,-2.6648423970650583,75.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
10,474298,53.47114597924079,-2.6648423970650583,75.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
11,474297,53.47182891189797,-2.665048238266081,300.0,6,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
12,474297,53.47182891189797,-2.665048238266081,50.0,2,Level 1 : Low (Under 2kW),Rapid (50–149kW)
13,473101,51.371708690138576,-0.11695508554043954,250.0,20,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
14,472908,53.36645298235197,-2.2697994177467535,11.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
15,472220,54.58683597868861,-5.926869327870463,50.0,4,Level 3:  High (Over 40kW),Rapid (50–149kW)
16,471954,54.50945295333054,-6.768056833638639,22.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
17,471953,54.350643879294125,-6.641786641461749,22.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
18,471952,54.34997111710044,-6.642683607015442,22.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
19,471951,54.43568919930152,-6.411356752430379,22.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
20,471950,54.4330892445478,-6.4102231450829095,22.0,4,Level 2 : Medium (Over 2kW),Fast (8–49kW)
21,471949,54.456607733948886,-6.338348981430272,22.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
22,471948,54.23606781075165,-6.162224152562885,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
23,471778,54.65864396621339,-5.728150534193105,22.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
24,471132,-16.663931,-49.233639,120.0,2,Level 3:  High (Over 40kW),Rapid (50–149kW)
25,471083,51.4781406313864,-1.55327402795323,120.0,2,Level 2 : Medium (Over 2kW),Rapid (50–149kW)
26,471082,53.715887,-1.382661,120.0,2,Level 2 : Medium (Over 2kW),Rapid (50–149kW)
27,471038,54.59781838901711,-5.9247848069618385,7.36,2,Level 2 : Medium (Over 2kW),Slow (3–8kW)
28,471038,54.59781838901711,-5.9247848069618385,22.08,10,Level 2 : Medium (Over 2kW),Fast (8–49kW)
29,471030,54.60587197968522,-5.921836948395139,7.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
30,471029,54.675022586035794,-5.987164482465687,120.0,2,Level 3:  High (Over 40kW),Rapid (50–149kW)
31,471004,54.62236763089928,-5.971848558243892,60.0,2,Level 3:  High (Over 40kW),Rapid (50–149kW)
32,471004,54.62236763089928,-5.971848558243892,22.1,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
33,471004,54.62236763089928,-5.971848558243892,14.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
34,470882,51.190412742455436,-1.8997977815572824,6.6,2,Level 2 : Medium (Over 2kW),Slow (3–8kW)
35,470819,51.43622617337121,0.3269440700020141,7.0,2,Level 2 : Medium (Over 2kW),Slow (3–8kW)
36,470819,51.43622617337121,0.3269440700020141,7.0,2,Level 2 : Medium (Over 2kW),Slow (3–8kW)
37,470794,53.19848850604828,-0.6131963892264594,250.0,8,Level 2 : Medium (Over 2kW),Ultra-rapid (150kW+)
38,470664,55.00561267210057,-7.324701032553548,22.0,8,Level 2 : Medium (Over 2kW),Fast (8–49kW)
39,470138,54.49855729871186,-7.74362276858642,22.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
40,469284,53.600397,-2.845272,200.0,4,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
41,464404,55.78133622086651,-3.9782484193517575,200.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
42,462390,51.462419,-0.157305,7.2,2,Level 2 : Medium (Over 2kW),Slow (3–8kW)
43,462349,51.46451779383881,-0.10102864022769609,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
44,462349,51.46451779383881,-0.10102864022769609,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
45,462104,51.42999475366136,-0.3746051096610472,5.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
46,461754,51.5554481279988,-0.07426963656041607,50.0,8,Level 3:  High (Over 40kW),Rapid (50–149kW)
47,461754,51.5554481279988,-0.07426963656041607,150.0,8,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
48,461658,54.95182593342193,-2.9774759619713222,250.0,12,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
49,461097,54.85686878189992,-6.2776945283467285,22.0,4,Level 2 : Medium (Over 2kW),Fast (8–49kW)
50,461096,54.7115690097564,-5.826839394585022,22.0,4,Level 2 : Medium (Over 2kW),Fast (8–49kW)
51,461095,54.582130927429404,-5.978269372892328,120.0,6,Level 3:  High (Over 40kW),Rapid (50–149kW)
52,461094,54.647116468557954,-5.658857192987625,160.0,2,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
53,461094,54.647116468557954,-5.658857192987625,60.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
54,461093,54.5731282351679,-5.958685269006196,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
55,461089,54.647966076023664,-6.75091047210924,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
56,461089,54.647966076023664,-6.75091047210924,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
57,461089,54.647966076023664,-6.75091047210924,22.1,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
58,461088,55.14073670739418,-6.944193817977748,47.0,2,Level 3:  High (Over 40kW),Fast (8–49kW)
59,461069,51.46506758475513,-0.10902248875743226,5.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
60,460669,51.39780957681057,-1.4456307242497815,5.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
61,460635,53.09658891826544,-0.7826490832558193,150.0,8,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
62,460635,53.09658891826544,-0.7826490832558193,100.0,8,Level 3:  High (Over 40kW),Rapid (50–149kW)
63,460475,53.58783204977493,-2.699204846507854,120.0,4,Level 3:  High (Over 40kW),Rapid (50–149kW)
64,460456,52.584415,-2.012753,258.0,4,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
65,460455,52.58414125980488,-2.012602781192328,258.0,4,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
66,460454,52.584415,-2.012753,258.0,4,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
67,460396,51.509871967635604,-0.1453217303424026,22.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
68,460394,51.515559717462054,-0.13189368249868494,4.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
69,460376,51.46843721152095,-0.10354671962272732,3.5,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
70,460351,51.59250883983739,-1.8100183676199606,50.0,2,Level 3:  High (Over 40kW),Rapid (50–149kW)
71,460349,51.417392139059274,-1.728561892802304,22.0,4,Level 2 : Medium (Over 2kW),Fast (8–49kW)
72,460188,54.728554505939,-6.227776093458829,200.0,2,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
73,460064,57.126629969528636,-2.091638890640752,150.0,8,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
74,460064,57.126629969528636,-2.091638890640752,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
75,459890,53.14099838292864,-2.5008936222797047,7.0,2,Level 2 : Medium (Over 2kW),Slow (3–8kW)
76,459868,50.81155997610645,-1.8770046245410867,50.0,1,Level 2 : Medium (Over 2kW),Rapid (50–149kW)
77,459868,50.81155997610645,-1.8770046245410867,150.0,7,Level 2 : Medium (Over 2kW),Ultra-rapid (150kW+)
78,459857,52.23144940136936,0.8935056121673597,250.0,8,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
79,459397,55.054844197327526,-1.4626339397826769,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
80,459397,55.054844197327526,-1.4626339397826769,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
81,459309,53.223435319212484,-4.2645613873849015,250.0,12,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
82,459016,51.125184376011646,1.3169029885953023,250.0,11,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
83,459015,51.27334963743547,1.0673304380582067,50.0,1,Level 2 : Medium (Over 2kW),Rapid (50–149kW)
84,459015,51.27334963743547,1.0673304380582067,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
85,459015,51.27334963743547,1.0673304380582067,43.0,1,Level 3:  High (Over 40kW),Fast (8–49kW)
86,458973,51.51232110346069,-0.11432518712229012,5.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
87,313961,54.861838829150145,-6.274998227633546,120.0,2,Level 3:  High (Over 40kW),Rapid (50–149kW)
88,313960,54.862921998265904,-6.277080906933804,120.0,2,Level 3:  High (Over 40kW),Rapid (50–149kW)
89,313674,51.39872166283743,0.5104633474360298,120.0,3,Level 3:  High (Over 40kW),Rapid (50–149kW)
90,313335,54.33322342055695,-6.27747601830572,47.0,2,Level 3:  High (Over 40kW),Fast (8–49kW)
91,312996,51.592055596983386,-1.773754796766724,300.0,8,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
92,312963,51.461706923791276,-0.09830449138052721,3.4,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
93,312885,51.289006751706125,1.0989605089341694,11.0,4,Level 2 : Medium (Over 2kW),Fast (8–49kW)
94,312815,54.64813295345951,-5.65863465304426,200.0,6,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
95,312732,51.94752142262942,-3.388602644089019,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
96,312732,51.94752142262942,-3.388602644089019,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
97,312689,54.64554118581495,-5.684365869048037,22.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
98,312689,54.64554118581495,-5.684365869048037,120.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
99,312689,54.64554118581495,-5.684365869048037,120.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
100,312688,54.698280907855974,-5.957496468595991,22.0,5,Level 2 : Medium (Over 2kW),Fast (8–49kW)
101,312377,51.104325251730955,-2.3169842606112923,300.0,4,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
102,312377,51.104325251730955,-2.3169842606112923,150.0,4,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
103,312377,51.104325251730955,-2.3169842606112923,22.0,8,Level 2 : Medium (Over 2kW),Fast (8–49kW)
104,311854,54.72609849035433,-6.247357275620459,7.0,2,Level 2 : Medium (Over 2kW),Slow (3–8kW)
105,311853,54.717896942749064,-6.225961501865157,7.0,2,Level 2 : Medium (Over 2kW),Slow (3–8kW)
106,311852,54.57655888754823,-5.907399562193774,22.0,5,Level 2 : Medium (Over 2kW),Fast (8–49kW)
107,311759,54.68098957425781,-5.8840000069685345,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
108,311758,54.69573043145863,-5.947687591075066,7.4,2,Level 2 : Medium (Over 2kW),Slow (3–8kW)
109,311757,54.09883510152426,-6.538751254125572,47.0,2,Level 3:  High (Over 40kW),Fast (8–49kW)
110,311717,51.4839924162945,-0.167714936990811,43.0,1,Level 3:  High (Over 40kW),Fast (8–49kW)
111,311717,51.4839924162945,-0.167714936990811,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
112,311717,51.4839924162945,-0.167714936990811,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
113,311507,51.520577619587215,-0.1398402937229548,5.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
114,311506,51.52049031472211,-0.13998855024124168,5.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
115,311505,51.52005014610637,-0.1398122201227352,5.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
116,311404,51.47129950351635,-0.10047984891207307,3.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
117,311388,54.849495098269415,-5.81761193636666,200.0,6,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
118,311303,54.648066847757605,-5.686861749135659,120.0,2,Level 3:  High (Over 40kW),Rapid (50–149kW)
119,311302,54.99684303896041,-3.0597252536571204,250.0,16,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
120,311279,50.70494340279123,-1.2148063771900297,2.3,1,Level 1 : Low (Under 2kW),Below 3kW
121,311249,54.492515314823265,-6.067680410544597,250.0,8,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
122,311248,52.40580277089836,-0.736182560138559,80.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
123,311248,52.40580277089836,-0.736182560138559,80.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
124,311248,52.40580277089836,-0.736182560138559,160.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
125,311248,52.40580277089836,-0.736182560138559,160.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
126,311248,52.40580277089836,-0.736182560138559,160.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
127,311248,52.40580277089836,-0.736182560138559,160.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
128,311248,52.40580277089836,-0.736182560138559,160.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
129,311248,52.40580277089836,-0.736182560138559,80.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
130,311248,52.40580277089836,-0.736182560138559,80.0,1,Level 2 : Medium (Over 2kW),Rapid (50–149kW)
131,311248,52.40580277089836,-0.736182560138559,80.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
132,311248,52.40580277089836,-0.736182560138559,160.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
133,311248,52.40580277089836,-0.736182560138559,62.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
134,311248,52.40580277089836,-0.736182560138559,160.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
135,311248,52.40580277089836,-0.736182560138559,62.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
136,311209,52.44545173038637,-1.7487843353837889,300.0,8,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
137,309456,54.59664925618725,-5.815424114233224,11.0,4,Level 2 : Medium (Over 2kW),Fast (8–49kW)
138,309455,54.59619587896347,-5.814191182801977,11.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
139,309454,54.59625401252359,-5.808580354321492,11.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
140,309453,54.59696499199171,-5.807831167700186,11.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
141,309452,54.59838342564484,-5.80803161291098,11.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
142,309451,54.593880533261114,-5.704262424906801,11.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
143,309450,54.593669162385055,-5.703586580034624,11.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
144,309447,54.59597268906438,-5.877610089232121,7.0,3,Level 2 : Medium (Over 2kW),Slow (3–8kW)
145,309446,54.60030701379449,-5.908954860252749,24.0,1,Level 3:  High (Over 40kW),Fast (8–49kW)
146,309446,54.60030701379449,-5.908954860252749,7.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
147,309433,54.51053577837695,-6.091195018763528,11.0,5,Level 2 : Medium (Over 2kW),Fast (8–49kW)
148,309432,54.505569776187315,-6.044251280198978,11.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
149,309431,54.44957495688237,-6.382718654523188,11.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
150,309431,54.44957495688237,-6.382718654523188,11.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
151,309430,54.45144993564904,-6.393551584239958,24.0,1,Level 3:  High (Over 40kW),Fast (8–49kW)
152,309430,54.45144993564904,-6.393551584239958,11.0,2,Level 2 : Medium (Over 2kW),Fast (8–49kW)
153,309248,53.538245,-1.120058,360.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
154,309248,53.538245,-1.120058,360.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
155,309248,53.538245,-1.120058,360.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
156,309248,53.538245,-1.120058,360.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
157,309248,53.538245,-1.120058,360.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
158,309248,53.538245,-1.120058,360.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
159,309234,51.40733165666228,-1.5174894713754838,5.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
160,309233,51.397529274910596,-1.4454382832871886,5.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
161,309233,51.397529274910596,-1.4454382832871886,5.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
162,309147,55.12119724212917,-6.676560743258307,22.1,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
163,309147,55.12119724212917,-6.676560743258307,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
164,309147,55.12119724212917,-6.676560743258307,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
165,309144,51.06723516594158,-1.7947619425035555,150.0,2,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
166,309144,51.06723516594158,-1.7947619425035555,150.0,2,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
167,309137,54.73033331866765,-6.228527105819097,400.0,6,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
168,309137,54.73033331866765,-6.228527105819097,50.0,2,Level 3:  High (Over 40kW),Rapid (50–149kW)
169,309132,54.33107298193403,-6.28055872042296,400.0,12,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
170,309132,54.33107298193403,-6.28055872042296,50.0,2,Level 3:  High (Over 40kW),Rapid (50–149kW)
171,309102,54.49203217028344,-6.057906052828031,50.0,4,Level 3:  High (Over 40kW),Rapid (50–149kW)
172,309102,54.49203217028344,-6.057906052828031,50.0,4,Level 3:  High (Over 40kW),Rapid (50–149kW)
173,309002,54.568316314021985,-6.008840773806838,43.0,1,Level 3:  High (Over 40kW),Fast (8–49kW)
174,309002,54.568316314021985,-6.008840773806838,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
175,309000,54.51339698139432,-5.889131347887542,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
176,309000,54.51339698139432,-5.889131347887542,43.0,1,Level 3:  High (Over 40kW),Fast (8–49kW)
177,308966,54.42707691690083,-2.9685086959109412,22.0,5,Level 2 : Medium (Over 2kW),Fast (8–49kW)
178,308959,52.683399,-1.823414,200.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
179,308959,52.683399,-1.823414,200.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
180,308959,52.683399,-1.823414,200.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
181,308959,52.683399,-1.823414,200.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
182,308959,52.683399,-1.823414,200.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
183,308959,52.683399,-1.823414,200.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
184,308959,52.683399,-1.823414,200.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
185,308959,52.683399,-1.823414,200.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
186,308959,52.683399,-1.823414,200.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
187,308959,52.683399,-1.823414,200.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
188,308959,52.683399,-1.823414,200.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
189,308959,52.683399,-1.823414,200.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
190,308952,56.05652215,-4.22722327,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
191,308952,56.05652215,-4.22722327,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
192,308787,51.46507805503501,-0.11065084165164762,3.4,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
193,308754,55.35037793737877,-4.6928384454014065,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
194,308754,55.35037793737877,-4.6928384454014065,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
195,308749,51.7843440465808,-3.2693724604155534,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
196,308749,51.7843440465808,-3.2693724604155534,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
197,308737,51.46996987477783,-0.09945599868584054,3.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
198,308735,51.27630953482898,1.0809356848135394,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
199,308735,51.27630953482898,1.0809356848135394,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
200,308689,52.015348673527996,0.25285745340147514,50.0,2,Level 3:  High (Over 40kW),Rapid (50–149kW)
201,308666,51.7930409012659,-3.221057917406398,60.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
202,308666,51.7930409012659,-3.221057917406398,60.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
203,308666,51.7930409012659,-3.221057917406398,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
204,308665,51.65541469576269,-3.020840583740778,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
205,308665,51.65541469576269,-3.020840583740778,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
206,308665,51.65541469576269,-3.020840583740778,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
207,308664,51.654862,-3.020408,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
208,308664,51.654862,-3.020408,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
209,308664,51.654862,-3.020408,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
210,308664,51.654862,-3.020408,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
211,308664,51.654862,-3.020408,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
212,308664,51.654862,-3.020408,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
213,308664,51.654862,-3.020408,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
214,308652,52.996566,-1.255739,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
215,308652,52.996566,-1.255739,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
216,308652,52.996566,-1.255739,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
217,308652,52.996566,-1.255739,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
218,308652,52.996566,-1.255739,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
219,308652,52.996566,-1.255739,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
220,308652,52.996566,-1.255739,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
221,308651,50.717094,-3.540321,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
222,308651,50.717094,-3.540321,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
223,308651,50.717094,-3.540321,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
224,308651,50.717094,-3.540321,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
225,308651,50.717094,-3.540321,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
226,308651,50.717094,-3.540321,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
227,308651,50.717094,-3.540321,100.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
228,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
229,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
230,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
231,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
232,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
233,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
234,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
235,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
236,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
237,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
238,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
239,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
240,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
241,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
242,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
243,308628,50.19181241759816,-5.4292564475707366,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
244,308620,51.776027763389266,-3.242403502213989,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
245,308620,51.776027763389266,-3.242403502213989,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
246,308618,51.770674180046,-3.2453788358392615,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
247,308618,51.770674180046,-3.2453788358392615,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
248,308616,53.9207193,-1.7745347,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
249,308616,53.9207193,-1.7745347,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
250,308615,50.1708968,-5.442181,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
251,308615,50.1708968,-5.442181,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
252,308615,50.1708968,-5.442181,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
