RowID,StationID,Latitude,Longitude,Capacity_kW,Quantity,Level_OCM,DfT_Level
5591,279152,53.51660966,-2.143303432,22.0,4,Level 2 : Medium (Over 2kW),Fast (8–49kW)
5592,279151,53.46659601,-2.267832978,22.0,4,Level 2 : Medium (Over 2kW),Fast (8–49kW)
5593,279148,51.50783246,0.037983805,22.0,8,Level 2 : Medium (Over 2kW),Fast (8–49kW)
5594,279120,51.56890053156263,-1.779091614988971,160.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
5595,279120,51.56890053156263,-1.779091614988971,60.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
5596,279120,51.56890053156263,-1.779091614988971,160.0,1,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
5597,279120,51.56890053156263,-1.779091614988971,60.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
5598,279118,54.58157487276216,-6.109824533897267,11.0,3,Level 2 : Medium (Over 2kW),Fast (8–49kW)
5599,279100,52.24911132836863,0.36431047095811664,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
5600,279100,52.24911132836863,0.36431047095811664,22.0,1,Level 2 : Medium (Over 2kW),Fast (8–49kW)
5601,279100,52.24911132836863,0.36431047095811664,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
5602,279097,51.519785,-0.263035,7.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
5603,279097,51.519785,-0.263035,7.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
5604,279097,51.519785,-0.263035,7.0,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
5605,279096,51.489343221432186,0.286625801405507,250.0,16,Level 3:  High (Over 40kW),Ultra-rapid (150kW+)
5606,279091,55.009941,-1.577141,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
5607,279091,55.009941,-1.577141,75.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
5608,279091,55.009941,-1.577141,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
5609,279091,55.009941,-1.577141,75.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
5610,279091,55.009941,-1.577141,50.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
5611,279091,55.009941,-1.577141,75.0,1,Level 3:  High (Over 40kW),Rapid (50–149kW)
5612,279088,52.0850560412577,-2.7867850152933897,7.2,1,Level 2 : Medium (Over 2kW),Slow (3–8kW)
