ConnectorID,StationID,Latitude,Longitude,Power_kW,DfT_Band,Level,ConnectionType,CurrentType
conn_66449,796,57.142,-2.096,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66450,796,57.142,-2.096,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66451,796,57.142,-2.096,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66452,796,57.142,-2.096,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66453,796,57.142,-2.096,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66454,796,57.142,-2.096,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66455,796,57.142,-2.096,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66456,796,57.142,-2.096,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66457,796,57.142,-2.096,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66458,796,57.142,-2.096,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66459,796,57.142,-2.096,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66446,26217,55.875053,-3.173333,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66447,26217,55.875053,-3.173333,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66448,26217,55.875053,-3.173333,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66445,26278,54.5718808033914,-5.96830897916788,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66442,26207,53.747227,-2.672941,62.5,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66443,26207,53.747227,-2.672941,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66444,26207,53.747227,-2.672941,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66439,26236,53.716684,-1.858056,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66440,26236,53.716684,-1.858056,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66441,26236,53.716684,-1.858056,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66436,26206,53.473846457782045,-2.21687784921266,62.5,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66437,26206,53.473846457782045,-2.21687784921266,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66438,26206,53.473846457782045,-2.21687784921266,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66434,9801,53.408496,-2.149898,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66435,9801,53.408496,-2.149898,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66431,26205,52.576564,-1.88341,62.5,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66432,26205,52.576564,-1.88341,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66433,26205,52.576564,-1.88341,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66428,26235,52.473774,-2.140522,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66429,26235,52.473774,-2.140522,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66430,26235,52.473774,-2.140522,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66426,12327,52.59836670200482,-0.27118576721193,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66427,12327,52.59836670200482,-0.27118576721193,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66423,26234,51.88439398729045,0.9134848363022456,50.0,Rapid (50–149kW),Level 2 : Medium (Over 2kW),,
conn_66424,26234,51.88439398729045,0.9134848363022456,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66425,26234,51.88439398729045,0.9134848363022456,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66420,26233,51.05081,-2.421706,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66421,26233,51.05081,-2.421706,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66422,26233,51.05081,-2.421706,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66419,26232,51.830681,-1.30839179999998,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66417,26232,51.830681,-1.30839179999998,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66418,26232,51.830681,-1.30839179999998,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66415,10670,51.49637,-0.157076,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66416,10670,51.49637,-0.157076,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66413,3739,51.5068393098305,-0.111933946609497,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
conn_66412,3739,51.5068393098305,-0.111933946609497,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66414,3739,51.5068393098305,-0.111933946609497,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66410,10669,51.509162,-0.13065,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66411,10669,51.509162,-0.13065,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66408,6470,51.5096839873231,-0.142478942871094,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66409,6470,51.5096839873231,-0.142478942871094,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66406,6470,51.5096839873231,-0.142478942871094,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66407,6470,51.5096839873231,-0.142478942871094,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66404,12326,51.510944,-0.146848,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66405,12326,51.510944,-0.146848,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66403,10097,51.519293,-0.135446,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66402,10097,51.519293,-0.135446,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66401,6561,51.49256,-0.547005,16.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
conn_66400,9800,56.1946,-5.39437,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66399,9800,56.1946,-5.39437,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66398,9800,56.1946,-5.39437,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66391,937,54.4496537,-2.6099819,16.8,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
conn_66392,937,54.4496537,-2.6099819,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66393,937,54.4496537,-2.6099819,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66394,937,54.4496537,-2.6099819,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66395,937,54.4496537,-2.6099819,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66396,937,54.4496537,-2.6099819,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66397,937,54.4496537,-2.6099819,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66387,5064,51.651838,-0.085756,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66388,5064,51.651838,-0.085756,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66389,5064,51.651838,-0.085756,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66390,5064,51.651838,-0.085756,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66386,22607,51.5186226,0.1710923,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66383,23701,52.9812064602055,-1.23663783073425,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66385,23701,52.9812064602055,-1.23663783073425,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66384,23701,52.9812064602055,-1.23663783073425,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
conn_66382,23701,52.9812064602055,-1.23663783073425,16.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
conn_66381,22606,55.7196779,-4.3230043,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66376,385,50.4694713,-5.0287116,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
conn_66377,385,50.4694713,-5.0287116,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
conn_66378,385,50.4694713,-5.0287116,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
conn_66379,385,50.4694713,-5.0287116,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
conn_66380,385,50.4694713,-5.0287116,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66374,10594,56.1887380162576,-3.00110220909119,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66375,10594,56.1887380162576,-3.00110220909119,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66370,5200,55.950656583881,-3.17571401596069,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66372,5200,55.950656583881,-3.17571401596069,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66373,5200,55.950656583881,-3.17571401596069,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66371,5200,55.950656583881,-3.17571401596069,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66368,10593,50.07854396049825,-5.685597776137001,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66369,10593,50.07854396049825,-5.685597776137001,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66367,12088,50.743508,-4.014306,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66364,6533,54.5309689,-1.5398674,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66365,6533,54.5309689,-1.5398674,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66366,6533,54.5309689,-1.5398674,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66362,9799,54.5350520429829,-1.339668670654305,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66363,9799,54.5350520429829,-1.339668670654305,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66360,12325,54.5620848,-1.2988276,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66361,12325,54.5620848,-1.2988276,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66356,5199,54.5711977,-1.3129328,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66357,5199,54.5711977,-1.3129328,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66358,5199,54.5711977,-1.3129328,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66359,5199,54.5711977,-1.3129328,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66354,9798,54.5790977,-1.2379198,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66355,9798,54.5790977,-1.2379198,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66353,12087,54.6074976,-1.2944403,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66351,9797,54.6205737,-1.2837451,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66352,9797,54.6205737,-1.2837451,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66349,12324,54.6154839,-1.281682,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66350,12324,54.6154839,-1.281682,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66348,12086,54.6863288856746,-1.20970462380319,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66346,10592,54.7018257,-1.579291,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66347,10592,54.7018257,-1.579291,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66345,22605,54.76707442260955,-1.5700128401977054,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66340,3755,54.7860595,-1.5851818,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66341,3755,54.7860595,-1.5851818,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66342,3755,54.7860595,-1.5851818,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66343,3755,54.7860595,-1.5851818,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66344,3755,54.7860595,-1.5851818,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66338,9796,54.7801878514499,-1.57546520233154,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66339,9796,54.7801878514499,-1.57546520233154,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66337,12085,54.821938,-1.450834,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66335,6532,54.8314156,-1.4824252,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66336,6532,54.8314156,-1.4824252,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66334,6532,54.8314156,-1.4824252,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66332,10591,54.9046205,-1.3914542,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66333,10591,54.9046205,-1.3914542,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66329,6531,54.9026717922796,-1.38779640197753,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66330,6531,54.9026717922796,-1.38779640197753,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66331,6531,54.9026717922796,-1.38779640197753,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66327,6530,54.9058554,-1.3762451,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66328,6530,54.9058554,-1.3762451,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66326,6530,54.9058554,-1.3762451,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66324,9795,54.9134286162858,-1.37311935424804,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66325,9795,54.9134286162858,-1.37311935424804,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66323,22604,54.9182509,-1.3629799,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66320,25115,55.00237,-1.41876,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66322,25115,55.00237,-1.41876,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66321,25115,55.00237,-1.41876,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
conn_66318,9794,54.996771,-1.4351572,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66319,9794,54.996771,-1.4351572,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66316,9793,54.9469341,-1.5520547,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66317,9793,54.9469341,-1.5520547,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66314,12323,54.9646343,-1.6030089,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66315,12323,54.9646343,-1.6030089,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66313,10590,54.9523854,-1.6028173,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66312,10590,54.9523854,-1.6028173,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66311,9881,54.9359345,-1.6010284,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66309,9881,54.9359345,-1.6010284,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66310,9881,54.9359345,-1.6010284,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66308,22603,54.9476779,-1.6501057,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66306,25838,54.95513482183145,-1.6658398525825078,60.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66307,25838,54.95513482183145,-1.6658398525825078,60.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66303,25114,54.9765299816736,-1.81643486022949,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66305,25114,54.9765299816736,-1.81643486022949,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66304,25114,54.9765299816736,-1.81643486022949,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
conn_66300,25814,54.9716739,-1.6605666,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66301,25814,54.9716739,-1.6605666,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66302,25814,54.9716739,-1.6605666,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
conn_66299,10589,54.9866308,-1.6339525,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66298,10589,54.9866308,-1.6339525,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66297,12084,54.9713347,-1.6275463,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66294,10140,54.9714443,-1.6108461,3.6,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66295,10140,54.9714443,-1.6108461,3.6,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66296,10140,54.9714443,-1.6108461,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66292,6529,54.9711963,-1.6036316,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66293,6529,54.9711963,-1.6036316,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66291,6529,54.9711963,-1.6036316,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66279,766,54.9714313249359,-1.60542011260986,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66280,766,54.9714313249359,-1.60542011260986,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66281,766,54.9714313249359,-1.60542011260986,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66282,766,54.9714313249359,-1.60542011260986,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66283,766,54.9714313249359,-1.60542011260986,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66284,766,54.9714313249359,-1.60542011260986,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66285,766,54.9714313249359,-1.60542011260986,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66286,766,54.9714313249359,-1.60542011260986,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66287,766,54.9714313249359,-1.60542011260986,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66288,766,54.9714313249359,-1.60542011260986,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66289,766,54.9714313249359,-1.60542011260986,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66290,766,54.9714313249359,-1.60542011260986,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66243,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66244,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66245,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66246,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66247,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66248,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66249,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66250,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66251,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66252,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66253,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66254,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66255,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66256,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66257,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66258,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66259,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66262,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66263,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66264,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66265,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66266,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66267,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66268,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66269,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66270,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66271,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66272,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66273,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66274,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66275,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66276,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66277,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66278,71,54.9767615,-1.6156849,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66260,71,54.9767615,-1.6156849,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66261,71,54.9767615,-1.6156849,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66242,9880,54.9785048,-1.610028,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66240,9880,54.9785048,-1.610028,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66241,9880,54.9785048,-1.610028,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66239,12083,55.0043716,-1.6199394,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66237,9792,55.0155904,-1.5036866,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66238,9792,55.0155904,-1.5036866,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66236,26277,55.6865802,-1.9346838,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66234,9791,51.459549,-2.581388,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66235,9791,51.459549,-2.581388,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66232,10096,51.525108,-2.595388,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66233,10096,51.525108,-2.595388,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66231,10096,51.525108,-2.595388,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66229,12322,51.4084285293753,-1.30716919898987,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66230,12322,51.4084285293753,-1.30716919898987,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66228,26284,50.864060838746,-0.0830252052401192,2.4,Below 3kW,Level 2 : Medium (Over 2kW),,
conn_66226,9790,52.2004622,0.1303147,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66227,9790,52.2004622,0.1303147,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66224,10668,52.20714542779274,0.1352689230097894,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66225,10668,52.20714542779274,0.1352689230097894,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66222,12321,50.7232205,-1.8767971,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66223,12321,50.7232205,-1.8767971,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66221,26231,50.7528207,-1.9293365,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66219,26231,50.7528207,-1.9293365,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66220,26231,50.7528207,-1.9293365,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66217,9789,51.599254,0.298927,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66218,9789,51.599254,0.298927,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66215,12320,51.8052248883833,-0.20550549030304,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66216,12320,51.8052248883833,-0.20550549030304,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66213,6626,51.65412,-0.39285,7.2,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66214,6626,51.65412,-0.39285,7.2,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66211,12319,51.40389,0.01656,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66212,12319,51.40389,0.01656,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66208,26202,51.1551669,0.284541,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
conn_66209,26202,51.1551669,0.284541,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66210,26202,51.1551669,0.284541,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66206,26202,51.1551669,0.284541,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
conn_66207,26202,51.1551669,0.284541,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
