StationID,Power_kW,Quantity,Capacity_kW,DfT_Band,Level,ConnectionType,CurrentType
250861,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250862,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250863,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250864,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250865,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250866,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250867,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250867,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250868,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250869,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250870,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250871,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250871,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250872,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250873,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250874,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250875,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250876,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250876,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250877,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250878,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250879,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250880,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250881,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250882,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250883,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250884,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250885,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250886,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250887,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250888,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250888,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250889,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250890,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250891,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250892,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250893,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250894,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250895,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250895,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250896,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250897,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250897,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250898,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
250898,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250898,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250899,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
250899,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250899,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250901,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250901,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250902,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250902,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250903,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250903,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250905,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250905,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250906,11.0,1,11.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250908,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250908,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250909,11.0,1,11.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250909,11.0,1,11.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250910,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250910,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250911,3.0,1,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250911,3.0,1,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250912,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250912,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250914,11.0,1,11.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250915,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250915,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250916,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250917,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250918,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250919,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250920,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250921,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250922,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250923,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250924,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250925,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250926,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250926,3.0,1,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250927,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250928,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250929,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250930,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250931,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250932,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250932,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250933,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250933,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250934,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250934,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250935,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250935,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250935,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250936,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250936,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250936,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250937,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250938,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
250938,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250938,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250939,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250939,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250940,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250940,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250941,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250942,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250942,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250943,3.0,1,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250943,3.0,1,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250944,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250944,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250945,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250945,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250945,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250946,11.0,1,11.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250947,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250947,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250948,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250948,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250949,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250950,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250950,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250951,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250951,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250955,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250955,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250956,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250957,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250958,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250959,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250960,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250962,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250963,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250963,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250964,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250965,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250966,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250967,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250968,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250970,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250970,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250972,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250972,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250973,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250973,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250977,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250977,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250979,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250979,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250980,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250980,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250980,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250981,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250981,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250982,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250982,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250983,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250983,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250984,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
250984,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250984,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
250985,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250985,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250986,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250986,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250987,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250987,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250988,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250988,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250989,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250989,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250990,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250990,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250991,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250991,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250992,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250992,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250993,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250993,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250995,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250995,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250996,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250996,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
250997,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250997,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250998,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250999,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
250999,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251000,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251000,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251001,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251001,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251002,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251002,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251003,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251003,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251004,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
251004,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251004,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251005,3.0,1,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251005,3.0,1,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251007,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
251007,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251007,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251008,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251009,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
251009,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251009,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251009,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251009,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251009,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251009,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251009,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251009,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251011,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251011,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251012,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251012,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251013,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251013,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251013,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251014,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251014,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251015,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251015,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251017,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251017,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251018,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251018,3.0,1,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251020,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
251020,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251021,75.0,1,75.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251021,75.0,1,75.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251021,175.0,1,175.0,Ultra-rapid (150kW+),Level 3:  High (Over 40kW),,
251021,175.0,1,175.0,Ultra-rapid (150kW+),Level 3:  High (Over 40kW),,
251022,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251022,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251023,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
251023,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251023,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251024,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251024,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251025,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251025,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251028,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251028,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251029,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251029,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251030,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
251030,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251030,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251031,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251034,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251034,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251035,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251035,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251037,100.0,1,100.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251037,100.0,1,100.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251037,100.0,1,100.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251037,100.0,1,100.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251037,175.0,1,175.0,Ultra-rapid (150kW+),Level 3:  High (Over 40kW),,
251037,175.0,1,175.0,Ultra-rapid (150kW+),Level 3:  High (Over 40kW),,
251037,175.0,1,175.0,Ultra-rapid (150kW+),Level 3:  High (Over 40kW),,
251037,175.0,1,175.0,Ultra-rapid (150kW+),Level 3:  High (Over 40kW),,
251038,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251038,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251040,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251041,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251042,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251043,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251044,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251044,3.0,1,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251046,4.8,1,4.8,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251047,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251047,3.0,1,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251048,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251048,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251050,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251051,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251051,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251051,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251052,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251052,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251053,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251054,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251055,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251055,150.0,1,150.0,Ultra-rapid (150kW+),Level 3:  High (Over 40kW),,
251056,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251057,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251057,3.0,1,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251059,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251060,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251061,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251062,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251063,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251068,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251068,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251070,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251070,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251071,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251072,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251072,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251073,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251073,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251074,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251074,3.0,1,3.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251075,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251075,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251076,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
251076,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251076,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
251077,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251077,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251078,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251078,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251080,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251080,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251081,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251081,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251082,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251082,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251083,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
251083,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251084,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251084,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251085,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251086,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251087,5.0,1,5.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
251089,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
