StationID,Power_kW,Quantity,Capacity_kW,DfT_Band,Level,ConnectionType,CurrentType
125803,4.0,1,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125805,22.0,7,154.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
125835,50.0,2,100.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125835,50.0,2,100.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125847,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
125847,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125847,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125847,3.6,2,7.2,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125848,7.0,4,28.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125849,22.0,2,44.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
125850,22.0,2,44.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
125851,7.0,8,56.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125852,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125853,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125853,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125857,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
125857,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125857,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125858,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
125858,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125858,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125859,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
125859,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125859,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125859,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125861,7.0,6,42.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125863,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
125863,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125863,4.0,1,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125868,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
125868,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125868,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125874,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125874,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125874,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125875,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125875,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125876,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125876,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125876,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125877,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125878,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125878,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125878,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125878,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125878,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125878,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125883,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
125883,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125883,4.0,1,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125886,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
125886,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125886,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125892,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125892,3.0,2,6.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125893,7.0,8,56.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125894,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125897,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
125897,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125897,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125897,4.0,2,8.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125911,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
125911,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125911,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125918,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
125918,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125918,4.0,1,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125919,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
125919,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125919,4.0,1,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125920,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
125920,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125920,4.0,1,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125922,3.6,2,7.2,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125923,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125928,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
125942,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
125942,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
125942,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126003,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126110,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126111,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126112,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126113,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126113,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126114,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126114,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126115,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126116,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126117,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126118,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126118,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126119,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126119,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126119,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126119,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126119,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126120,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126121,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126121,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126121,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126122,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126123,22.0,2,44.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126123,22.0,2,44.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126124,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126124,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126125,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126126,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126126,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126128,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126128,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126128,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126131,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126131,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126132,22.0,2,44.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126133,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126133,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126133,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126133,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126133,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126133,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126134,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126134,3.0,2,6.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126136,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126137,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126137,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126138,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126139,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126139,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126139,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126139,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126139,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126140,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126141,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126142,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126142,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126142,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126143,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126143,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126143,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126143,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126143,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126144,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126144,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126144,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126144,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126145,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126146,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126147,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126147,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126147,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126147,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126147,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126147,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126147,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126148,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126149,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126149,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126149,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126149,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126149,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126149,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126150,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126155,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126156,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126157,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126158,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126159,22.0,2,44.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126159,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126160,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126161,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126162,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126162,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126162,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126162,3.0,2,6.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126163,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126164,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126165,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126166,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126167,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126167,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126168,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126168,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126168,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126169,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126170,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126171,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126171,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126171,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126172,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126173,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
126173,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126173,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126175,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126175,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126175,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126175,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126176,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126177,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126178,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126178,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126179,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126179,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126179,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126179,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126180,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
126180,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126180,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126181,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126181,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126182,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126183,3.0,2,6.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126184,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126184,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126184,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126184,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126185,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126186,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126187,22.0,2,44.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126188,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126190,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126192,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126200,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126201,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126201,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126201,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126202,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126202,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126202,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126203,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126204,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126204,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126204,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126205,22.0,2,44.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126206,22.0,2,44.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126206,22.0,2,44.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126206,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126207,22.0,7,154.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126208,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126209,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126210,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126211,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126214,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126215,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126216,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126217,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126218,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126219,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126219,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126219,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126219,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126219,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126219,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126219,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126221,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126222,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126223,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126223,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126223,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126223,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126223,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126224,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126224,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126225,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126226,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126227,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126229,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126230,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126231,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126237,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126237,4.0,1,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126238,7.0,3,21.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126238,7.0,3,21.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126238,7.0,3,21.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126238,4.0,3,12.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126238,4.0,3,12.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126238,4.0,3,12.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126241,13.0,2,26.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126296,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126297,22.0,1,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126297,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126297,4.0,1,4.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126298,11.0,1,11.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126303,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126323,22.0,2,44.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126324,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126325,22.0,2,44.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126326,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126353,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126418,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126425,3.7,1,3.7,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126591,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126600,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
126600,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126600,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126601,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
126601,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126601,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126603,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126604,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
126604,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126604,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126609,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126622,22.0,2,44.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126635,7.0,1,7.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
126660,350.0,4,1400.0,Ultra-rapid (150kW+),Level 3:  High (Over 40kW),,
126677,43.0,1,43.0,Fast (8–49kW),Level 3:  High (Over 40kW),,
126677,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126677,50.0,1,50.0,Rapid (50–149kW),Level 3:  High (Over 40kW),,
126687,13.0,2,26.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126688,11.0,2,22.0,Fast (8–49kW),Level 2 : Medium (Over 2kW),,
126688,7.0,2,14.0,Slow (3–8kW),Level 2 : Medium (Over 2kW),,
